Log_ID,Customer_ID,Login_Date,App_Page,Session_Duration_Min,Feature_Used
LOG_00000571,CUST_02740,2024-03-31,Cards,2.9,Login
LOG_00000572,CUST_06035,2023-02-18,KYC,8.6,Login
LOG_00000573,CUST_00863,2023-12-12,Payments,10.8,Bill Payment
LOG_00000574,CUST_08817,2023-01-21,Accounts,15.6,Balance Inquiry
LOG_00000585,CUST_01591,2023-02-08,Cards,22.7,Bill Payment
LOG_00000592,CUST_06655,2025-12-27,Transfers,12.0,Fund Transfer
LOG_00000595,CUST_02184,2025-05-15,Profile,14.0,Bill Payment
LOG_00000598,CUST_05824,2023-10-11,Transfers,11.0,Fund Transfer
LOG_00000602,CUST_05613,2024-08-05,Profile,12.5,Login
LOG_00000603,CUST_09658,2023-04-18,Transfers,5.2,Card Management
LOG_00000604,CUST_03593,2024-06-06,Accounts,8.7,Profile
LOG_00000606,CUST_00562,2023-10-02,Transfers,1.9,Login
LOG_00000612,CUST_05064,2024-02-15,Cards,8.8,Card Management
LOG_00000614,CUST_07821,2023-05-14,Loans,9.3,Login
LOG_00000615,CUST_02011,2023-06-01,Accounts,1.0,Card Management
LOG_00000616,CUST_03869,2025-07-07,KYC,13.2,Balance Inquiry
LOG_00000623,CUST_09677,2023-04-21,Transfers,7.5,Balance Inquiry
LOG_00000629,CUST_00016,2023-01-06,KYC,3.4,Bill Payment
LOG_00000632,CUST_07986,2023-04-29,Payments,20.4,KYC Upload
LOG_00000633,CUST_06560,2023-08-03,Payments,4.2,Fund Transfer
LOG_00000636,CUST_01094,2024-10-03,Transfers,5.0,Fund Transfer
LOG_00000638,CUST_01988,2023-05-19,Accounts,6.2,Card Management
LOG_00000641,CUST_00035,2024-11-25,Accounts,10.6,Bill Payment
LOG_00000642,CUST_08974,2023-08-18,Profile,9.5,Card Management
LOG_00000643,CUST_00908,2024-11-20,KYC,4.9,KYC Upload
LOG_00000650,CUST_02844,2024-01-10,Payments,11.5,Card Management
LOG_00000656,CUST_04129,2024-08-07,Payments,2.6,Card Management
LOG_00000659,CUST_05009,2024-08-30,Payments,12.1,KYC Upload
LOG_00000660,CUST_01788,2023-07-21,KYC,4.2,KYC Upload
LOG_00000662,CUST_08166,2023-02-23,Accounts,5.9,Fund Transfer
LOG_00000663,CUST_09772,2023-02-24,Payments,2.2,Card Management
LOG_00000664,CUST_06953,2024-07-27,Home,15.7,Balance Inquiry
LOG_00000665,CUST_09475,2023-05-09,Payments,2.7,Card Management
LOG_00000667,CUST_04481,2024-01-01,KYC,6.4,KYC Upload
LOG_00000670,CUST_01910,2023-10-31,KYC,7.0,KYC Upload
LOG_00000673,CUST_00678,2024-04-01,Cards,1.5,Balance Inquiry
LOG_00000674,CUST_05249,2023-03-23,Accounts,11.4,Bill Payment
LOG_00000680,CUST_07370,2023-01-20,Profile,8.3,Fund Transfer
LOG_00000682,CUST_06108,2023-10-29,Loans,5.9,Balance Inquiry
LOG_00000686,CUST_06786,2023-04-22,Accounts,16.9,Profile
LOG_00000688,CUST_04214,2025-03-25,Profile,16.5,Profile
LOG_00000689,CUST_01049,2023-10-18,Transfers,6.6,Balance Inquiry
LOG_00000691,CUST_02527,2024-09-28,Transfers,14.8,Profile
LOG_00000692,CUST_00874,2025-05-06,Loans,8.0,KYC Upload
LOG_00000698,CUST_09970,2023-11-22,Accounts,5.2,Fund Transfer
LOG_00000700,CUST_07799,2025-02-02,Cards,11.1,KYC Upload
LOG_00000703,CUST_03643,2024-04-08,Payments,11.7,KYC Upload
LOG_00000705,CUST_10034,2023-04-22,Home,8.3,Card Management
LOG_00000706,CUST_08176,2023-06-15,KYC,9.4,
LOG_00000713,CUST_02173,2025-02-12,Transfers,5.6,Profile
LOG_00000716,CUST_04507,2025-11-17,Loans,2.3,KYC Upload
LOG_00000717,CUST_06566,2023-09-29,Accounts,13.7,Login
LOG_00000719,CUST_01129,2023-09-18,KYC,11.7,Bill Payment
LOG_00000721,CUST_00178,2023-02-07,KYC,4.7,Card Management
LOG_00000724,CUST_03010,2024-07-25,Loans,32.9,Fund Transfer
LOG_00000726,CUST_01959,2024-11-07,Transfers,17.2,Profile
LOG_00000729,CUST_07839,2024-08-28,Profile,4.5,
LOG_00000730,CUST_01518,2024-04-17,Accounts,17.3,Fund Transfer
LOG_00000734,CUST_05137,2024-06-10,Cards,24.8,Card Management
LOG_00000743,CUST_06337,2023-02-17,KYC,3.8,Bill Payment
LOG_00000748,CUST_03240,2024-11-02,Profile,7.4,KYC Upload
LOG_00000749,CUST_04619,2023-10-08,Transfers,14.8,Balance Inquiry
LOG_00000750,CUST_10006,2023-11-10,Loans,4.6,Bill Payment
LOG_00000751,CUST_00825,2023-05-17,KYC,20.6,Card Management
LOG_00000755,CUST_00218,2023-11-15,Payments,16.5,Fund Transfer
LOG_00000757,CUST_09730,2023-03-23,Profile,4.5,Balance Inquiry
LOG_00000759,CUST_00178,2023-11-02,Transfers,10.8,Profile
LOG_00000760,CUST_02984,2025-05-06,KYC,8.1,Fund Transfer
LOG_00000761,CUST_08099,2023-12-26,Cards,11.6,Profile
LOG_00000762,CUST_09676,2024-11-07,Accounts,1.0,Bill Payment
LOG_00000767,CUST_08556,2023-04-19,Accounts,3.2,Profile
LOG_00000770,CUST_07925,2024-10-30,Home,3.5,Fund Transfer
LOG_00000771,CUST_00500,2024-09-15,Transfers,3.2,Balance Inquiry
LOG_00000776,CUST_00239,2023-10-26,Cards,5.6,KYC Upload
LOG_00000777,CUST_03156,2023-02-05,Profile,14.4,Balance Inquiry
LOG_00000780,CUST_06171,2023-09-21,Transfers,19.1,Card Management
LOG_00000782,CUST_04552,2025-01-16,Payments,7.8,
LOG_00000787,CUST_04469,2024-04-30,Payments,5.8,Login
LOG_00000788,CUST_00094,2023-10-12,Loans,13.8,Profile
LOG_00000790,CUST_07101,2024-04-15,Loans,2.0,Fund Transfer
LOG_00000792,CUST_04069,2025-01-08,Transfers,6.7,Bill Payment
LOG_00000793,CUST_03625,2026-05-13,Transfers,3.2,Fund Transfer
LOG_00000795,CUST_02462,2023-02-13,Transfers,5.6,Login
LOG_00000796,CUST_03048,2023-06-13,Cards,1.9,Login
LOG_00000797,CUST_03327,2023-01-02,Cards,18.5,KYC Upload
LOG_00000800,CUST_05088,2026-03-28,Accounts,17.5,Login
LOG_00000802,CUST_01040,2023-06-12,Cards,4.0,KYC Upload
LOG_00000805,CUST_06339,2023-08-10,Payments,5.6,Login
LOG_00000806,CUST_07322,2023-06-10,KYC,6.8,Balance Inquiry
LOG_00000808,CUST_07822,2024-12-26,Profile,22.5,Balance Inquiry
LOG_00000813,CUST_03478,2024-11-10,Accounts,15.7,Login
LOG_00000819,CUST_00741,2025-03-06,Accounts,21.8,KYC Upload
LOG_00000822,CUST_00606,2023-06-30,Cards,16.9,
LOG_00000828,CUST_01229,2024-08-07,Home,14.5,Profile
LOG_00000829,CUST_06030,2023-11-15,Accounts,12.9,Fund Transfer
LOG_00000831,CUST_05688,2023-03-19,Payments,20.1,Balance Inquiry
LOG_00000832,CUST_03762,2025-10-18,KYC,11.7,KYC Upload
LOG_00000833,CUST_10025,2023-12-12,Home,11.1,Fund Transfer
LOG_00000840,CUST_02010,2024-05-13,Loans,13.5,Login
LOG_00000845,CUST_05084,2023-03-03,Profile,5.8,KYC Upload
LOG_00000846,CUST_01020,2025-04-17,Transfers,18.6,Bill Payment
LOG_00000849,CUST_01458,2024-09-06,Transfers,1.0,Card Management
LOG_00000854,CUST_05069,2024-06-18,Transfers,4.1,KYC Upload
LOG_00000858,CUST_09848,2023-03-09,KYC,22.0,KYC Upload
LOG_00000859,CUST_06681,2025-08-11,Transfers,3.9,Fund Transfer
LOG_00000861,CUST_05755,2023-11-14,Home,14.3,Profile
LOG_00000864,CUST_08973,2025-01-17,Home,12.1,Balance Inquiry
LOG_00000865,CUST_00184,2024-07-25,Loans,3.7,Login
LOG_00000869,CUST_02266,2024-05-07,Home,1.8,Fund Transfer
LOG_00000876,CUST_06842,2024-12-27,Accounts,2.3,Balance Inquiry
LOG_00000878,CUST_03332,2024-08-24,KYC,5.4,Login
LOG_00000879,CUST_00948,2025-11-28,KYC,13.2,Profile
LOG_00000885,CUST_07900,2023-04-08,Home,3.8,Login
LOG_00000889,CUST_03542,2025-06-03,Loans,5.1,Bill Payment
LOG_00000890,CUST_03125,2025-08-30,Payments,3.1,Login
LOG_00000899,CUST_09692,2024-10-01,KYC,2.7,Balance Inquiry
LOG_00000906,CUST_06593,2023-08-05,Payments,3.1,Login
LOG_00000907,CUST_01888,2023-04-22,Home,11.5,Card Management
LOG_00000909,CUST_08384,2023-09-16,Payments,8.5,Fund Transfer
LOG_00000917,CUST_06044,2024-07-21,Accounts,5.7,Fund Transfer
LOG_00000920,CUST_09890,2023-04-23,Home,11.6,Bill Payment
LOG_00000921,CUST_08049,2023-09-12,Profile,8.3,Fund Transfer
LOG_00000922,CUST_06733,2025-08-11,Payments,7.0,Bill Payment
LOG_00000926,CUST_05618,2024-01-02,Loans,3.6,Bill Payment
LOG_00000927,CUST_06354,2025-07-27,Accounts,3.2,Bill Payment
LOG_00000930,CUST_07882,2023-02-25,Profile,5.0,Bill Payment
LOG_00000932,CUST_05598,2023-04-18,Profile,14.5,Fund Transfer
LOG_00000936,CUST_03236,2024-12-30,Profile,21.5,Fund Transfer
LOG_00000941,CUST_03794,2024-03-02,Home,6.0,Bill Payment
LOG_00000942,CUST_00079,2025-02-26,KYC,10.0,Balance Inquiry
LOG_00000945,CUST_07528,2024-09-26,Profile,6.8,Balance Inquiry
LOG_00000948,CUST_04433,2025-06-02,Home,6.5,KYC Upload
LOG_00000951,CUST_05343,2023-11-23,Loans,5.6,Login
LOG_00000956,CUST_02281,2024-07-14,Loans,16.8,Login
LOG_00000962,CUST_04728,2025-05-21,Payments,6.2,Card Management
LOG_00000964,CUST_09789,2024-08-06,Payments,40.9,Fund Transfer
LOG_00000971,CUST_06406,2023-07-05,Loans,3.2,Card Management
LOG_00000976,CUST_05824,2024-12-07,Payments,17.8,KYC Upload
LOG_00000979,CUST_04971,2023-10-21,KYC,8.5,KYC Upload
LOG_00000981,CUST_00526,2023-09-29,Payments,18.6,KYC Upload
LOG_00000983,CUST_03154,2025-06-09,Payments,28.6,Fund Transfer
LOG_00000985,CUST_02691,2023-01-22,Profile,2.1,Profile
LOG_00000986,CUST_09055,2025-04-23,Home,4.8,Card Management
LOG_00000988,CUST_01386,2023-06-26,Accounts,9.1,Fund Transfer
LOG_00000997,CUST_08391,2023-03-03,Home,8.3,Card Management
LOG_00000999,CUST_04888,2025-05-17,Transfers,2.9,Login
LOG_00001003,CUST_09766,2023-02-03,KYC,11.6,Bill Payment
LOG_00001004,CUST_00137,2025-08-19,Cards,1.1,KYC Upload
LOG_00001005,CUST_07237,2023-04-05,Loans,8.7,Login
LOG_00001006,CUST_02793,2025-03-24,Profile,16.1,Profile
LOG_00001007,CUST_09678,2024-12-15,KYC,7.8,Card Management
LOG_00001009,CUST_01902,2023-03-05,Profile,6.0,Bill Payment
LOG_00001016,CUST_00983,2023-03-10,Cards,18.3,Balance Inquiry
LOG_00001017,CUST_03515,2024-01-13,Transfers,13.2,Bill Payment
LOG_00001019,CUST_03509,2024-03-15,Accounts,21.3,Profile
LOG_00001023,CUST_01498,2025-02-19,Transfers,10.0,Bill Payment
LOG_00001024,CUST_01616,2024-04-13,Cards,5.3,Balance Inquiry
LOG_00001025,CUST_01749,2023-03-22,Cards,13.8,Balance Inquiry
LOG_00001029,CUST_07616,2024-10-01,Accounts,23.4,Balance Inquiry
LOG_00001035,CUST_06079,2023-05-12,Payments,9.0,Profile
LOG_00001037,CUST_06106,2024-04-30,Cards,8.5,Card Management
LOG_00001040,CUST_02522,2023-02-28,Accounts,4.1,Card Management
LOG_00001045,CUST_06196,2023-01-02,Loans,8.0,Profile
LOG_00001046,CUST_07680,2023-07-01,Profile,9.9,Bill Payment
LOG_00001051,CUST_00544,2025-09-26,Accounts,16.8,Card Management
LOG_00001056,CUST_01877,2023-02-18,KYC,14.5,Bill Payment
LOG_00001059,CUST_02050,2024-11-06,KYC,12.9,Card Management
LOG_00001061,CUST_01851,2023-12-24,Transfers,7.8,KYC Upload
LOG_00001064,CUST_01342,2023-05-10,Transfers,15.0,Login
LOG_00001065,CUST_02259,2024-10-07,Payments,23.1,Login
LOG_00001069,CUST_05617,2024-03-13,Cards,8.2,Fund Transfer
LOG_00001074,CUST_02253,2025-03-06,Home,5.4,Card Management
LOG_00001078,CUST_00158,2023-08-31,Home,1.4,Fund Transfer
LOG_00001080,CUST_08423,2023-06-09,Cards,9.3,Card Management
LOG_00001093,CUST_06960,2023-02-13,Transfers,22.7,KYC Upload
LOG_00001095,CUST_09033,2025-06-20,Loans,9.4,Profile
LOG_00001098,CUST_00723,2024-08-07,Payments,3.4,Card Management
LOG_00001106,CUST_05368,2026-01-01,Payments,5.6,Login
LOG_00001108,CUST_05953,2023-08-12,Payments,3.6,Bill Payment
LOG_00001110,CUST_03430,2025-12-22,Transfers,3.1,Fund Transfer
LOG_00001112,CUST_04547,2023-06-26,Payments,20.8,Bill Payment
LOG_00001114,CUST_07800,2023-01-30,KYC,11.2,Login
LOG_00001120,CUST_06212,2023-08-18,Payments,13.5,Profile
LOG_00001133,CUST_02281,2025-03-08,Transfers,9.8,Fund Transfer
LOG_00001134,CUST_02583,2023-01-16,Home,7.8,Bill Payment
LOG_00001135,CUST_04384,2024-09-15,Transfers,11.7,Fund Transfer
LOG_00001139,CUST_01766,2023-11-30,Loans,19.6,Card Management
LOG_00001153,CUST_03857,2024-05-14,Payments,9.1,Balance Inquiry
LOG_00001157,CUST_08243,2023-06-04,Profile,2.9,Profile
LOG_00001159,CUST_08933,2023-07-16,Transfers,20.1,Card Management
LOG_00001163,CUST_02751,2023-04-08,Home,4.3,Balance Inquiry
LOG_00001166,CUST_01806,2025-07-28,Transfers,1.2,KYC Upload
LOG_00001169,CUST_06884,2023-08-11,KYC,15.5,KYC Upload
LOG_00001173,CUST_06848,2023-11-20,Transfers,1.3,Login
LOG_00001176,CUST_05815,2024-01-01,Profile,10.5,Fund Transfer
LOG_00001186,CUST_05868,2024-10-14,Cards,8.9,Balance Inquiry
LOG_00001188,CUST_04766,2024-10-19,Cards,11.8,KYC Upload
LOG_00001195,CUST_07771,2023-01-15,Transfers,10.3,Bill Payment
