Complaint_ID,Customer_ID,Complaint_Date,Category,Channel,Resolution_TAT_Days,CSAT_Score
CMP_0000275,CUST_02382,2022-05-03,KYC,Branch,3,1
CMP_0000278,CUST_02783,2023-05-14,Service,Phone,2,4
CMP_0000280,CUST_08941,2023-03-28,Service,Branch,3,5
CMP_0000281,CUST_09976,2023-05-07,Service,Digital,7,4
CMP_0000282,CUST_06544,2023-04-24,Fees,Branch,10,2
CMP_0000285,CUST_02841,2022-07-03,Fraud,Branch,4,4
CMP_0000287,CUST_07262,2024-02-05,Fees,Phone,3,2
CMP_0000289,CUST_05992,2022-11-05,Service,Branch,4,1
CMP_0000290,CUST_09766,2025-04-27,Fees,Digital,2,3
CMP_0000295,CUST_02032,2022-04-12,KYC,Digital,10,5
CMP_0000298,CUST_03641,2023-06-30,Service,Digital,1,4
CMP_0000300,CUST_00702,2023-07-28,Fees,Branch,9,4
CMP_0000302,CUST_01491,2024-05-28,Fees,Branch,50,4
CMP_0000303,CUST_01426,2025-02-11,Fees,Digital,2,5
CMP_0000306,CUST_09514,2022-02-27,Service,Digital,4,2
CMP_0000312,CUST_06433,2024-09-24,KYC,Digital,2,4
CMP_0000313,CUST_03815,2025-11-06,Fees,Digital,12,1
CMP_0000314,CUST_02314,2022-03-30,Service,Phone,1,4
CMP_0000317,CUST_09662,2022-07-04,Service,Digital,65,5
CMP_0000319,CUST_07788,2023-12-31,Fees,Digital,9,4
CMP_0000321,CUST_01740,2023-04-08,Fees,Branch,4,4
CMP_0000323,CUST_07349,2024-07-02,Service,Phone,1,4
CMP_0000324,CUST_08258,2024-08-27,KYC,Digital,5,5
CMP_0000326,CUST_04084,2023-06-08,KYC,Branch,25,3
CMP_0000328,CUST_03850,2023-03-21,Fees,Phone,17,5
CMP_0000329,CUST_09149,2024-07-18,Service,Phone,3,3
CMP_0000330,CUST_03870,2022-12-27,Fees,Branch,6,1
CMP_0000336,CUST_00789,2024-02-04,Fees,Digital,58,1
CMP_0000337,CUST_01569,2023-07-02,Fees,Digital,46,5
CMP_0000344,CUST_04102,2022-05-20,Service,Digital,5,1
CMP_0000346,CUST_06819,2024-01-01,KYC,Branch,5,4
CMP_0000349,CUST_08580,2023-12-07,Service,Digital,1,4
CMP_0000351,CUST_10155,2023-10-25,Service,Phone,1,5
CMP_0000353,CUST_01575,2022-04-25,Service,Digital,12,4
CMP_0000355,CUST_06071,2022-10-14,Service,Digital,3,3
CMP_0000356,CUST_03428,2022-01-17,Service,Phone,5,4
CMP_0000357,CUST_07558,2022-08-26,Fees,Digital,3,4
CMP_0000365,CUST_02381,2022-11-10,Fees,Phone,5,5
CMP_0000368,CUST_03309,2023-03-04,Fees,Phone,4,3
CMP_0000370,CUST_05244,2023-02-23,Fees,Phone,2,2
CMP_0000371,CUST_05967,2023-11-12,Fees,Branch,16,4
CMP_0000372,CUST_06335,2022-09-20,Fees,Digital,12,5
CMP_0000375,CUST_00359,2023-07-09,Fees,Branch,1,2
CMP_0000381,CUST_02523,2022-05-26,Fees,Branch,2,5
CMP_0000382,CUST_09578,2022-08-24,Fees,Phone,8,3
CMP_0000383,CUST_04188,2023-11-27,KYC,Branch,4,5
CMP_0000384,CUST_02094,2023-02-04,Fraud,Branch,4,4
CMP_0000385,CUST_05581,2023-03-29,Fraud,Branch,3,4
CMP_0000391,CUST_01480,2022-01-10,Service,Digital,6,4
CMP_0000392,CUST_08742,2022-03-12,Fees,Digital,4,4
CMP_0000393,CUST_03628,2025-05-10,Service,Branch,8,4
CMP_0000394,CUST_09606,2022-03-05,Service,Phone,13,3
CMP_0000395,CUST_04863,2025-01-25,Service,Phone,6,4
CMP_0000399,CUST_03411,2022-10-16,Fees,Phone,3,4
CMP_0000400,CUST_09255,2024-10-05,Fraud,Phone,70,2
CMP_0000401,CUST_04093,2023-03-15,Fees,Branch,2,5
CMP_0000409,CUST_03392,2023-05-14,Fees,Branch,10,5
CMP_0000410,CUST_05416,2024-07-04,Service,Phone,5,4
CMP_0000416,CUST_07525,2023-09-24,Fees,Digital,3,4
CMP_0000417,CUST_05012,2023-01-30,Fees,Branch,4,5
CMP_0000418,CUST_08364,2022-10-16,Fees,Digital,5,2
CMP_0000420,CUST_08749,2022-07-21,Fees,Branch,7,5
CMP_0000425,CUST_02303,2024-11-04,KYC,Phone,3,5
CMP_0000427,CUST_10125,2022-02-07,Fees,Digital,4,4
CMP_0000429,CUST_00014,2022-01-15,Service,Digital,14,2
CMP_0000430,CUST_06381,2023-10-22,Fees,Digital,10,3
CMP_0000434,CUST_03103,2022-06-29,Fees,Digital,2,2
CMP_0000436,CUST_02149,2025-04-19,Fees,Digital,27,2
CMP_0000439,CUST_06225,2022-06-12,Fraud,Branch,4,2
CMP_0000440,CUST_09110,2025-05-12,KYC,Digital,4,4
CMP_0000446,CUST_06109,2024-01-23,Fees,Phone,11,2
CMP_0000447,CUST_09016,2023-05-26,Service,Phone,13,3
CMP_0000448,CUST_04859,2024-10-19,Fees,Branch,8,4
CMP_0000449,CUST_05529,2023-04-22,Service,Phone,14,5
CMP_0000451,CUST_09700,2024-12-21,Fees,Branch,10,4
CMP_0000454,CUST_01586,2022-03-29,KYC,Phone,29,5
CMP_0000455,CUST_06687,2026-05-15,Fees,Branch,12,3
CMP_0000461,CUST_04262,2025-02-11,Service,Digital,53,5
CMP_0000462,CUST_02087,2022-02-01,Fees,Branch,10,4
CMP_0000463,CUST_05708,2022-12-07,Fraud,Branch,1,4
CMP_0000464,CUST_01965,2023-09-09,Fees,Phone,34,1
CMP_0000476,CUST_09055,2025-08-09,Fees,Branch,10,2
CMP_0000478,CUST_07091,2022-01-08,KYC,Phone,2,5
CMP_0000479,CUST_02350,2025-12-29,Service,Digital,3,2
CMP_0000481,CUST_07405,2022-03-02,KYC,Digital,5,5
CMP_0000482,CUST_02634,2022-10-26,Service,Digital,33,3
CMP_0000483,CUST_08295,2022-09-29,Service,Phone,21,2
CMP_0000488,CUST_07854,2024-04-17,Fraud,Phone,2,5
CMP_0000493,CUST_00425,2022-06-10,Service,Branch,6,4
CMP_0000495,CUST_00847,2024-08-24,Fees,Phone,30,4
CMP_0000498,CUST_00108,2023-04-16,Fees,Branch,15,5
CMP_0000502,CUST_06684,2022-02-12,Fees,Branch,5,5
CMP_0000505,CUST_10027,2022-02-18,Fees,Digital,64,5
CMP_0000508,CUST_02088,2023-05-19,Fees,Branch,5,5
CMP_0000510,CUST_00510,2022-12-29,KYC,Digital,3,4
CMP_0000513,CUST_09810,2024-06-16,Service,Branch,4,5
CMP_0000514,CUST_06887,2023-11-21,Fraud,Phone,7,5
CMP_0000515,CUST_08149,2022-12-10,Fees,Phone,44,3
CMP_0000523,CUST_03304,2022-11-23,KYC,Phone,6,3
CMP_0000525,CUST_01331,2022-12-13,Service,Phone,50,4
CMP_0000528,CUST_00488,2023-05-14,Service,Digital,1,3
CMP_0000530,CUST_00766,2022-04-20,Fraud,Branch,3,3
CMP_0000533,CUST_05196,2022-06-14,Service,Digital,1,5
CMP_0000534,CUST_05839,2025-01-13,Fees,Digital,1,5
CMP_0000538,CUST_03457,2023-07-27,Fees,Phone,13,2
CMP_0000540,CUST_09284,2022-06-13,Fees,Branch,4,4
CMP_0000544,CUST_06468,2023-07-22,KYC,Digital,8,4
CMP_0000547,CUST_03093,2022-10-17,Service,Branch,3,4
CMP_0000550,CUST_00832,2024-09-17,Fees,Digital,4,4
CMP_0000555,CUST_06000,2025-06-11,Fees,Branch,9,2
CMP_0000562,CUST_05152,2023-02-22,Service,Digital,5,5
CMP_0000564,CUST_09512,2026-05-13,Service,Digital,6,5
CMP_0000566,CUST_06116,2026-01-14,KYC,Digital,18,5
CMP_0000567,CUST_01854,2022-02-10,Service,Digital,4,4
CMP_0000569,CUST_00927,2022-08-27,Service,Phone,18,4
CMP_0000575,CUST_10105,2024-03-13,Fees,Digital,7,2
CMP_0000578,CUST_06888,2022-08-22,Fees,Branch,38,2
CMP_0000579,CUST_04873,2024-07-24,Service,Digital,4,3
CMP_0000580,CUST_07928,2022-02-10,Service,Phone,4,4
CMP_0000582,CUST_09662,2022-03-30,KYC,Branch,2,4
CMP_0000587,CUST_02851,2022-10-28,KYC,Digital,4,3
CMP_0000588,CUST_05608,2022-01-31,Fees,Branch,10,5
CMP_0000589,CUST_04357,2023-07-16,Fraud,Phone,18,3
CMP_0000591,CUST_01403,2023-10-16,KYC,Phone,20,3
CMP_0000592,CUST_01076,2022-04-22,Fees,Branch,17,3
CMP_0000593,CUST_10063,2022-03-01,KYC,Phone,15,4
CMP_0000595,CUST_06411,2022-04-07,Fraud,Branch,4,5
CMP_0000606,CUST_08082,2023-01-12,KYC,Branch,2,4
CMP_0000607,CUST_05699,2022-02-21,Fees,Digital,56,3
CMP_0000608,CUST_02492,2022-07-07,Service,Phone,2,5
CMP_0000609,CUST_07608,2023-01-24,Service,Branch,11,5
CMP_0000614,CUST_07610,2022-10-10,KYC,Phone,4,5
CMP_0000615,CUST_00862,2023-03-21,KYC,Digital,2,4
CMP_0000617,CUST_01572,2024-05-04,KYC,Digital,10,3
CMP_0000622,CUST_08037,2024-05-14,Service,Branch,5,5
CMP_0000631,CUST_08166,2023-08-07,Fees,Phone,4,2
CMP_0000632,CUST_08029,2023-02-06,Service,Phone,8,2
CMP_0000634,CUST_08582,2024-11-13,KYC,Digital,8,5
CMP_0000635,CUST_03793,2022-03-29,Fraud,Phone,53,5
CMP_0000638,CUST_03696,2022-01-19,Fees,Digital,41,1
CMP_0000639,CUST_07250,2023-12-10,Service,Branch,1,5
CMP_0000641,CUST_05499,2024-07-28,Service,Digital,5,4
CMP_0000644,CUST_09926,2023-01-29,Service,Branch,6,5
CMP_0000646,CUST_08948,2022-01-19,Service,Phone,3,4
CMP_0000647,CUST_04057,2023-10-24,Service,Branch,4,4
CMP_0000648,CUST_04487,2022-09-20,Fraud,Digital,3,4
CMP_0000652,CUST_09574,2022-04-25,Service,Phone,39,2
CMP_0000656,CUST_01371,2022-03-23,Fraud,Phone,3,3
CMP_0000657,CUST_09648,2024-01-11,KYC,Branch,8,3
CMP_0000658,CUST_03733,2022-05-01,Service,Branch,10,5
CMP_0000660,CUST_04901,2024-04-04,Service,Phone,5,4
CMP_0000661,CUST_02318,2022-07-29,Fees,Phone,2,4
CMP_0000662,CUST_05559,2025-04-07,Service,Digital,12,5
CMP_0000667,CUST_09701,2023-11-24,Fees,Branch,5,4
CMP_0000668,CUST_02425,2023-06-04,Service,Phone,15,4
CMP_0000669,CUST_04250,2024-01-09,Service,Digital,12,2
CMP_0000674,CUST_00210,2023-09-04,Service,Branch,2,5
CMP_0000675,CUST_08687,2022-10-31,Service,Branch,3,4
CMP_0000680,CUST_04103,2023-07-30,Fraud,Phone,3,4
CMP_0000681,CUST_09868,2024-06-03,Fees,Digital,1,5
CMP_0000686,CUST_09091,2025-05-03,Service,Phone,3,5
CMP_0000688,CUST_04738,2024-05-08,Fees,Branch,4,3
CMP_0000694,CUST_08106,2024-11-18,Fees,Phone,5,4
CMP_0000695,CUST_07268,2022-08-25,Service,Branch,5,3
CMP_0000698,CUST_05857,2022-01-05,Service,Branch,8,4
CMP_0000702,CUST_01255,2025-03-07,Fraud,Digital,10,5
CMP_0000704,CUST_03491,2023-11-12,Service,Digital,10,4
CMP_0000706,CUST_08311,2023-02-24,Service,Branch,6,4
CMP_0000709,CUST_02261,2024-05-25,KYC,Branch,3,3
CMP_0000710,CUST_07490,2024-02-08,Service,Digital,2,4
CMP_0000711,CUST_04458,2023-03-04,Fees,Phone,1,4
CMP_0000712,CUST_05420,2023-11-02,Fees,Branch,7,4
CMP_0000713,CUST_09817,2022-02-10,Service,Digital,4,4
CMP_0000715,CUST_07022,2022-07-12,Fees,Branch,5,5
CMP_0000719,CUST_02878,2025-05-01,Fees,Digital,10,4
CMP_0000720,CUST_09527,2023-07-23,Fees,Phone,4,5
CMP_0000722,CUST_03317,2022-11-14,Fees,Phone,7,2
CMP_0000724,CUST_10050,2022-07-21,Service,Digital,1,3
CMP_0000725,CUST_07877,2023-08-20,Fraud,Branch,8,5
CMP_0000733,CUST_10114,2024-07-05,Fraud,Digital,1,2
CMP_0000736,CUST_02284,2022-07-12,Service,Digital,8,1
CMP_0000739,CUST_06591,2022-01-24,Service,Phone,4,1
CMP_0000743,CUST_03131,2023-12-28,Service,Digital,16,4
CMP_0000745,CUST_03951,2023-03-27,Fees,Digital,6,3
CMP_0000749,CUST_03647,2024-10-18,Fees,Digital,30,2
CMP_0000750,CUST_01371,2023-11-03,Service,Phone,4,5
CMP_0000751,CUST_05737,2023-07-06,Service,Digital,21,3
CMP_0000752,CUST_03617,2022-04-04,Service,Branch,1,4
CMP_0000753,CUST_06655,2023-09-18,Service,Branch,6,5
CMP_0000754,CUST_02146,2022-12-06,Fees,Branch,1,4
CMP_0000756,CUST_01855,2022-05-19,Fees,Branch,3,3
CMP_0000757,CUST_05192,2024-11-05,KYC,Phone,10,5
CMP_0000761,CUST_02144,2022-06-26,Fees,Branch,2,5
CMP_0000762,CUST_02827,2023-06-10,Service,Branch,9,4
CMP_0000764,CUST_07612,2023-05-26,Service,Digital,4,4
CMP_0000765,CUST_05646,2023-10-10,Fees,Phone,32,2
CMP_0000766,CUST_01437,2022-08-06,Service,Digital,6,4
CMP_0000767,CUST_00420,2024-05-13,KYC,Digital,6,3
CMP_0000769,CUST_01500,2022-08-01,Fees,Digital,10,3
CMP_0000770,CUST_00458,2023-09-23,Service,Phone,4,4
CMP_0000773,CUST_07678,2023-03-23,KYC,Branch,2,3
CMP_0000777,CUST_06085,2022-04-20,Service,Branch,8,4
CMP_0000778,CUST_00461,2023-01-21,Fees,Branch,6,2
CMP_0000783,CUST_03265,2024-04-07,Fees,Digital,6,2
CMP_0000787,CUST_03504,2022-08-26,KYC,Phone,19,5
CMP_0000788,CUST_05207,2022-07-01,Fees,Digital,14,4
CMP_0000789,CUST_01239,2022-08-28,Service,Digital,57,4
CMP_0000795,CUST_09754,2024-05-05,Fraud,Digital,3,3
CMP_0000796,CUST_06246,2022-04-20,Fees,Phone,8,5
CMP_0000797,CUST_07533,2024-06-08,KYC,Digital,6,5
CMP_0000798,CUST_00604,2022-06-07,KYC,Phone,3,5
CMP_0000799,CUST_09700,2022-03-09,Fees,Phone,1,4
CMP_0000802,CUST_02876,2022-08-10,Service,Branch,9,2
CMP_0000803,CUST_05384,2022-02-02,Fees,Branch,12,4
CMP_0000804,CUST_01078,2022-03-20,Service,Branch,6,3
CMP_0000805,CUST_09266,2023-11-18,Service,Digital,3,5
CMP_0000809,CUST_06648,2023-12-17,KYC,Phone,6,3
CMP_0000811,CUST_06809,2022-07-18,KYC,Phone,5,3
CMP_0000813,CUST_01587,2025-01-22,Fees,Digital,3,3
CMP_0000817,CUST_03230,2023-08-19,Service,Branch,4,3
CMP_0000819,CUST_04984,2023-07-31,KYC,Branch,4,3
CMP_0000826,CUST_01279,2022-07-11,Fees,Phone,9,4
CMP_0000830,CUST_00297,2023-01-22,Fraud,Digital,2,5
CMP_0000834,CUST_00216,2023-11-12,Fraud,Phone,7,5
CMP_0000835,CUST_05399,2023-05-13,KYC,Phone,5,5
CMP_0000842,CUST_07233,2024-08-13,Service,Phone,5,2
CMP_0000843,CUST_09568,2022-05-29,Service,Branch,6,4
CMP_0000844,CUST_07090,2023-03-19,Fees,Digital,62,4
CMP_0000845,CUST_07150,2022-04-16,Fees,Branch,5,1
CMP_0000846,CUST_07100,2023-12-09,Fees,Phone,5,2
CMP_0000848,CUST_05382,2022-12-16,KYC,Phone,8,4
CMP_0000849,CUST_02189,2023-01-24,Fees,Phone,3,2
CMP_0000850,CUST_09775,2024-06-11,Service,Digital,5,3
CMP_0000851,CUST_08139,2024-05-11,Service,Digital,1,4
CMP_0000852,CUST_05243,2023-12-29,Fees,Digital,64,4
CMP_0000853,CUST_09794,2023-08-30,KYC,Phone,11,3
CMP_0000854,CUST_07412,2022-02-15,Fraud,Digital,8,5
CMP_0000856,CUST_06397,2025-11-16,Service,Phone,7,1
CMP_0000857,CUST_03735,2025-07-27,Service,Phone,5,4
CMP_0000859,CUST_06021,2023-01-10,Fees,Phone,45,4
CMP_0000860,CUST_00137,2024-05-15,KYC,Branch,11,4
CMP_0000867,CUST_06067,2022-03-26,Service,Digital,4,5
CMP_0000877,CUST_04288,2025-03-14,KYC,Phone,2,5
CMP_0000878,CUST_03930,2022-02-14,Service,Phone,10,1
CMP_0000880,CUST_10084,2026-05-31,Fees,Digital,6,5
CMP_0000882,CUST_06275,2022-05-11,Service,Digital,12,4
CMP_0000886,CUST_01112,2022-01-31,KYC,Phone,1,4
CMP_0000890,CUST_05277,2022-03-17,Fees,Branch,6,4
CMP_0000893,CUST_08616,2024-07-06,Service,Branch,1,5
CMP_0000894,CUST_03982,2023-03-23,Fees,Phone,22,5
CMP_0000895,CUST_09592,2022-10-28,Fees,Branch,4,4
CMP_0000897,CUST_00854,2024-07-24,KYC,Branch,10,2
CMP_0000905,CUST_00645,2023-08-23,Service,Branch,1,1
CMP_0000913,CUST_02681,2023-07-03,Service,Digital,1,4
CMP_0000914,CUST_02151,2022-01-15,Service,Phone,9,3
CMP_0000915,CUST_03678,2024-03-07,Fees,Branch,3,4
CMP_0000919,CUST_06412,2025-09-02,Fees,Digital,46,2
CMP_0000921,CUST_04007,2025-09-08,Service,Digital,8,2
CMP_0000923,CUST_05938,2023-10-03,Fees,Branch,5,4
CMP_0000924,CUST_01578,2022-04-12,Fees,Digital,11,3
CMP_0000927,CUST_08261,2022-06-06,Fees,Digital,10,5
CMP_0000928,CUST_10072,2024-02-24,Fees,Branch,3,3
CMP_0000932,CUST_02648,2025-04-22,Fees,Digital,5,5
CMP_0000934,CUST_02263,2023-01-09,Fees,Digital,11,4
CMP_0000936,CUST_08717,2022-12-25,Fees,Branch,2,3
CMP_0000937,CUST_04128,2024-07-01,Fraud,Digital,6,3
CMP_0000940,CUST_03054,2022-08-18,Service,Phone,8,4
CMP_0000941,CUST_05153,2022-07-28,Fees,Branch,8,5
CMP_0000943,CUST_02666,2023-06-08,KYC,Phone,12,4
CMP_0000944,CUST_08640,2022-06-03,Fees,Phone,13,5
CMP_0000946,CUST_03663,2022-05-07,Fees,Phone,2,5
CMP_0000948,CUST_09407,2022-05-14,Service,Phone,64,3
CMP_0000951,CUST_01977,2026-02-25,Fees,Phone,11,5
CMP_0000952,CUST_01964,2022-12-09,Fraud,Digital,5,5
CMP_0000956,CUST_03258,2023-05-06,Service,Branch,3,4
CMP_0000961,CUST_08685,2024-06-25,Fees,Phone,1,2
CMP_0000972,CUST_00343,2022-01-01,Service,Branch,8,4
CMP_0000973,CUST_07757,2023-02-26,Service,Branch,2,3
CMP_0000976,CUST_06806,2022-09-02,Service,Branch,8,5
CMP_0000981,CUST_04219,2024-11-20,Service,Digital,5,4
CMP_0000983,CUST_04103,2024-11-04,KYC,Digital,6,4
CMP_0000985,CUST_07789,2026-01-15,Service,Branch,2,5
CMP_0000989,CUST_07666,2023-10-03,Fraud,Branch,12,4
CMP_0000990,CUST_00504,2022-04-22,Fees,Phone,1,4
CMP_0000991,CUST_07461,2023-06-24,Fees,Digital,3,5
CMP_0000992,CUST_04510,2022-11-17,KYC,Phone,14,4
CMP_0000993,CUST_06210,2024-11-27,Fees,Digital,3,5
CMP_0000996,CUST_03282,2023-03-28,KYC,Phone,10,2
CMP_0001003,CUST_08428,2022-01-22,Service,Digital,1,5
CMP_0001006,CUST_03631,2023-03-10,Service,Digital,3,5
CMP_0001007,CUST_08358,2023-07-25,Fees,Phone,2,2
CMP_0001010,CUST_03433,2023-01-23,Service,Digital,9,3
CMP_0001012,CUST_03833,2024-02-18,Fees,Branch,6,3
CMP_0001017,CUST_07999,2025-03-27,Service,Digital,4,4
CMP_0001022,CUST_07034,2022-03-22,KYC,Digital,1,4
CMP_0001026,CUST_02695,2023-04-25,Service,Branch,3,2
