Txn_ID,Account_ID,Txn_Date,Txn_Type,Amount,Channel,Merchant_Category
TXN_00017264,ACC_9999,2024-12-16,Debit,1073.76,ATM,Healthcare
TXN_00017272,ACC_9999,2021-08-02,Debit,2932.29,NetBanking,Other
TXN_00017398,ACC_9999,2023-12-23,Debit,5551.39,UPI,Healthcare
TXN_00017405,ACC_9999,2021-07-23,Debit,2798.07,UPI,Travel
TXN_00017429,ACC_9999,2026-08-14,Credit,17974.61,NetBanking,Utilities
TXN_00017516,ACC_9999,2024-01-23,Credit,2599.3,UPI,Other
TXN_00017687,ACC_9999,2025-07-08,Credit,12452.18,NetBanking,Retail
TXN_00017756,ACC_9999,2024-05-06,Debit,4135.3,NetBanking,Investment
TXN_00017800,ACC_9999,2021-04-26,Debit,1200.73,UPI,Utilities
TXN_00018070,ACC_9999,2023-03-16,Debit,10282.44,ATM,Dining
TXN_00018213,ACC_9999,2022-07-21,Credit,8650.98,ATM,Education
TXN_00018292,ACC_9999,2022-06-06,Debit,788.13,NetBanking,Investment
TXN_00018427,ACC_9999,2023-11-18,Credit,3914.79,ATM,Other
TXN_00018492,ACC_9999,2021-11-23,Debit,192.88,UPI,Salary
TXN_00018494,ACC_9999,2022-08-20,Credit,5257.39,UPI,Retail
TXN_00018542,ACC_9999,2021-11-04,Debit,7327.25,NetBanking,Retail
TXN_00018573,ACC_9999,2023-07-10,Credit,12063.74,ATM,Retail
TXN_00018659,ACC_9999,2023-08-28,Debit,1513.75,UPI,Other
TXN_00018848,ACC_9999,2024-10-13,Debit,647.4,ATM,Salary
TXN_00018860,ACC_9999,2025-12-22,Debit,194.32,Branch,Investment
TXN_00018871,ACC_9999,2024-11-24,Debit,26131.51,UPI,Dining
TXN_00018915,ACC_9999,2022-07-13,Credit,7646.19,UPI,Transfer
TXN_00019004,ACC_9999,2022-04-23,Credit,2580.0,ATM,Transfer
TXN_00019080,ACC_9999,2023-09-07,Debit,2593.04,UPI,Dining
TXN_00019131,ACC_9999,2024-09-01,Credit,5977.73,ATM,Utilities
TXN_00019145,ACC_9999,2022-04-16,Debit,18868.86,UPI,Retail
TXN_00019170,ACC_9999,2023-07-24,Credit,4092.13,UPI,Investment
TXN_00019194,ACC_9999,2022-12-31,Credit,4200.5,UPI,Other
TXN_00019370,ACC_9999,2023-09-22,Debit,9063.4,NetBanking,Travel
TXN_00019598,ACC_9999,2021-02-03,Debit,1001.4,UPI,Transfer
TXN_00019719,ACC_9999,2022-12-16,Debit,1237.48,NetBanking,Investment
TXN_00019820,ACC_9999,2023-03-29,Credit,1257.63,NetBanking,Salary
TXN_00019830,ACC_9999,2022-12-09,Credit,2695.62,UPI,Retail
TXN_00019880,ACC_9999,2021-05-22,Debit,8403.9,NetBanking,Education
TXN_00020132,ACC_9999,2023-12-02,Debit,5362.1,UPI,Other
TXN_00020150,ACC_9999,2025-04-30,Credit,37407.5,ATM,Utilities
TXN_00020202,ACC_9999,2026-03-10,Debit,8629.03,UPI,Retail
TXN_00020213,ACC_9999,2026-06-24,Debit,4357.12,NetBanking,Utilities
TXN_00020343,ACC_9999,2025-02-08,Credit,1722.72,NetBanking,Dining
TXN_00020559,ACC_9999,2024-11-02,Debit,1371.93,ATM,Salary
TXN_00020654,ACC_9999,2025-02-13,Debit,410.19,Branch,Retail
TXN_00020690,ACC_9999,2023-12-22,Credit,24960.45,UPI,Healthcare
TXN_00020697,ACC_9999,2026-07-27,Debit,3031.45,ATM,Investment
TXN_00020850,ACC_9999,2024-07-19,Credit,3101.96,UPI,Travel
TXN_00020855,ACC_9999,2025-11-03,Debit,2258.1,ATM,Investment
TXN_00020939,ACC_9999,2021-12-03,Debit,13604.44,UPI,Other
TXN_00021085,ACC_9999,2021-05-16,Debit,36515.1,UPI,Dining
TXN_00021165,ACC_9999,2021-03-09,Debit,1802.26,NetBanking,Investment
TXN_00021431,ACC_9999,2026-01-13,Credit,31305.07,UPI,Investment
TXN_00021564,ACC_9999,2021-01-09,Debit,1406.82,NetBanking,Salary
TXN_00021621,ACC_9999,2021-01-16,Debit,4966.22,UPI,Education
TXN_00021632,ACC_9999,2025-08-27,Debit,2943.47,UPI,Retail
TXN_00021710,ACC_9999,2023-07-23,Credit,2082.71,UPI,Transfer
TXN_00021742,ACC_9999,2024-09-23,Credit,11346.82,UPI,Retail
TXN_00021747,ACC_9999,2022-12-26,Credit,834.41,UPI,Transfer
TXN_00021994,ACC_9999,2021-12-27,Debit,5488.89,UPI,Healthcare
TXN_00022006,ACC_9999,2022-05-30,Debit,2129.05,NetBanking,Utilities
TXN_00022050,ACC_9999,2026-05-09,Debit,1174.09,NetBanking,Retail
TXN_00022141,ACC_9999,2026-06-17,Credit,4261.94,NetBanking,Utilities
TXN_00022182,ACC_9999,2022-08-17,Credit,3814.36,NetBanking,Transfer
TXN_00022207,ACC_9999,2021-11-02,Credit,2557.29,ATM,Healthcare
TXN_00022306,ACC_9999,2026-01-01,Debit,5383.31,NetBanking,Education
TXN_00022441,ACC_9999,2025-04-17,Debit,6212.72,NetBanking,Salary
TXN_00022485,ACC_9999,2026-06-24,Debit,719.24,UPI,Dining
TXN_00022524,ACC_9999,2025-12-07,Debit,3665.12,UPI,Education
TXN_00022549,ACC_9999,2024-06-01,Debit,567.86,UPI,Salary
TXN_00022886,ACC_9999,2025-11-05,Credit,511.52,NetBanking,Travel
TXN_00022899,ACC_9999,2021-12-26,Credit,31739.9,Branch,Investment
TXN_00023136,ACC_9999,2023-04-05,Credit,27502.53,ATM,Travel
TXN_00023262,ACC_9999,2022-10-23,Debit,2972.56,UPI,Other
TXN_00023289,ACC_9999,2021-07-06,Credit,6840.74,NetBanking,Salary
TXN_00023396,ACC_9999,2024-11-26,Credit,1868.95,UPI,Other
TXN_00023452,ACC_9999,2022-03-09,Credit,5580.76,UPI,Investment
TXN_00023489,ACC_9999,2024-05-28,Debit,4363.98,UPI,Education
TXN_00023684,ACC_9999,2024-06-08,Credit,15414.58,UPI,Healthcare
TXN_00023726,ACC_9999,2025-09-04,Credit,10185.44,UPI,Other
TXN_00023901,ACC_9999,2024-07-25,Debit,17966.03,ATM,Healthcare
TXN_00023917,ACC_9999,07/12/2022,Credit,17179.92,UPI,Retail
TXN_00024044,ACC_9999,2021-12-17,Credit,5228.77,NetBanking,Travel
TXN_00024058,ACC_9999,2022-02-03,Credit,5967.23,UPI,Utilities
TXN_00024121,ACC_9999,2024-06-18,Credit,245.73,UPI,Travel
TXN_00024165,ACC_9999,2025-10-29,Credit,151803.5,Branch,Retail
TXN_00024206,ACC_9999,2022-07-07,Debit,2659.9,UPI,Travel
TXN_00024549,ACC_9999,2023-07-13,Credit,27439.85,UPI,Investment
TXN_00024567,ACC_9999,2025-06-22,Debit,2230.35,NetBanking,Retail
TXN_00024605,ACC_9999,2025-05-04,Credit,7699.09,UPI,Transfer
TXN_00024763,ACC_9999,2021-08-30,Credit,7112.52,UPI,Transfer
TXN_00024801,ACC_9999,2025-12-12,Credit,2737.26,UPI,Salary
TXN_00024885,ACC_9999,2023-06-30,Credit,10767.0,NetBanking,Other
TXN_00025123,ACC_9999,2024-11-10,Credit,9292.37,UPI,Utilities
TXN_00025241,ACC_9999,2025-05-21,Credit,642.78,NetBanking,Investment
TXN_00025505,ACC_9999,2021-08-01,Debit,9002.21,UPI,Travel
TXN_00025572,ACC_9999,2022-01-16,Debit,1169.6,UPI,Travel
TXN_00025606,ACC_9999,2022-07-17,Credit,1990.85,ATM,Dining
TXN_00025628,ACC_9999,2025-02-06,Debit,23815.15,ATM,Travel
TXN_00025833,ACC_9999,2023-06-11,Debit,2356.49,UPI,Transfer
TXN_00025840,ACC_9999,2025-01-15,Debit,22121.34,NetBanking,Salary
TXN_00025875,ACC_9999,2021-01-29,Credit,1232.31,NetBanking,Investment
TXN_00026058,ACC_9999,2022-12-29,Debit,12950.83,UPI,Investment
TXN_00026068,ACC_9999,2025-10-18,Debit,2259.01,NetBanking,Other
TXN_00026098,ACC_9999,08/14/2024,Credit,4673.98,Branch,Transfer
TXN_00026298,ACC_9999,2025-05-12,Debit,1651.59,ATM,Education
TXN_00026458,ACC_9999,2021-01-19,Credit,18123.92,NetBanking,Transfer
TXN_00026641,ACC_9999,2026-08-04,Debit,9710.55,UPI,Other
TXN_00026645,ACC_9999,2025-12-10,Debit,3232.02,UPI,Retail
TXN_00026651,ACC_9999,2025-11-10,Debit,5560.94,NetBanking,Other
TXN_00026664,ACC_9999,2024-01-22,Credit,4084.27,NetBanking,Travel
TXN_00026669,ACC_9999,2026-05-13,Debit,1180.43,ATM,Utilities
TXN_00026746,ACC_9999,2022-01-03,Debit,8787.01,NetBanking,Other
TXN_00026839,ACC_9999,2024-11-03,Debit,6597.37,UPI,Retail
TXN_00026963,ACC_9999,2022-12-07,Credit,18572.3,UPI,Education
TXN_00026971,ACC_9999,2024-04-11,Debit,529.89,UPI,Salary
TXN_00027206,ACC_9999,2021-02-07,Debit,2507.12,UPI,Dining
TXN_00027210,ACC_9999,2024-07-07,Credit,4214.97,Branch,Investment
TXN_00027658,ACC_9999,2025-09-16,Debit,16291.01,NetBanking,Investment
TXN_00027767,ACC_9999,2023-04-26,Credit,598.14,NetBanking,Investment
TXN_00027793,ACC_9999,2021-07-02,Debit,18311.8,Branch,Other
TXN_00027848,ACC_9999,2023-05-24,Debit,1931.08,NetBanking,Healthcare
TXN_00027953,ACC_9999,2021-09-13,Debit,1535.6,Branch,Transfer
TXN_00027960,ACC_9999,2022-02-03,Debit,15325.7,NetBanking,Dining
TXN_00028012,ACC_9999,2026-05-02,Debit,829.71,UPI,Travel
TXN_00028055,ACC_9999,2022-05-02,Debit,9814.27,UPI,Retail
TXN_00028081,ACC_9999,2024-10-20,Credit,5300.86,ATM,Salary
TXN_00028208,ACC_9999,2024-03-19,Debit,1616.76,UPI,Investment
TXN_00028259,ACC_9999,2022-11-15,Debit,14969.05,Branch,Education
TXN_00028281,ACC_9999,2022-12-20,Debit,15730.53,ATM,Other
TXN_00028286,ACC_9999,2022-12-19,Credit,2770.31,UPI,Investment
TXN_00028476,ACC_9999,2023-07-09,Debit,18160.45,UPI,Investment
TXN_00028591,ACC_9999,2025-12-07,Debit,2518.28,NetBanking,Salary
TXN_00028707,ACC_9999,2021-07-11,Debit,4496.39,UPI,Healthcare
TXN_00028793,ACC_9999,2021-02-03,Debit,1152.45,Branch,Education
TXN_00028976,ACC_9999,2023-09-04,Credit,4621.74,NetBanking,Salary
TXN_00029324,ACC_9999,2022-01-10,Credit,11905.05,UPI,Utilities
TXN_00029382,ACC_9999,2022-09-17,Credit,21072.72,UPI,Utilities
TXN_00029393,ACC_9999,2022-09-19,Debit,159.33,UPI,Education
TXN_00029468,ACC_9999,2023-02-07,Credit,946.05,NetBanking,Other
TXN_00029532,ACC_9999,2021-01-10,Debit,10157.52,NetBanking,Investment
TXN_00029810,ACC_9999,2025-07-13,Debit,1973.05,NetBanking,Travel
TXN_00029851,ACC_9999,2023-06-22,Credit,1968.6,UPI,Travel
TXN_00029860,ACC_9999,2024-08-20,Debit,6957.1,NetBanking,Education
TXN_00029875,ACC_9999,2024-10-31,Debit,2291.59,NetBanking,Retail
TXN_00030232,ACC_9999,2024-06-04,Credit,12939.47,NetBanking,Education
TXN_00030350,ACC_9999,2026-02-07,Debit,941.3,UPI,Education
TXN_00030400,ACC_9999,2022-04-22,Credit,17004.73,NetBanking,Salary
TXN_00030735,ACC_9999,2022-10-10,Credit,5108.22,UPI,Salary
TXN_00030753,ACC_9999,2024-02-27,Credit,1790.87,UPI,Utilities
TXN_00030800,ACC_9999,2024-01-20,Credit,2839.27,UPI,Dining
TXN_00030820,ACC_9999,2023-07-04,Credit,6623.21,UPI,Healthcare
TXN_00030991,ACC_9999,2025-08-11,Credit,28042.4,Branch,Other
TXN_00031006,ACC_9999,2021-06-09,Debit,2776.94,UPI,Transfer
TXN_00031081,ACC_9999,2021-03-18,Debit,2584.39,ATM,Dining
TXN_00031089,ACC_9999,2023-08-05,Debit,1351.53,UPI,Healthcare
TXN_00031091,ACC_9999,2024-03-21,Credit,11114.28,UPI,Investment
TXN_00031255,ACC_9999,2021-07-01,Credit,991.52,UPI,Dining
TXN_00031461,ACC_9999,2024-10-12,Debit,32631.89,UPI,Investment
TXN_00031464,ACC_9999,2024-03-29,Credit,891.62,UPI,Transfer
TXN_00031547,ACC_9999,2022-04-08,Credit,4699.07,NetBanking,Utilities
TXN_00031920,ACC_9999,2021-07-03,Debit,4465.68,UPI,Travel
TXN_00031952,ACC_9999,2023-01-15,Credit,2006.42,UPI,Transfer
TXN_00031958,ACC_9999,2021-08-26,Debit,19530.26,ATM,Transfer
TXN_00032050,ACC_9999,2023-04-21,Debit,14749.08,UPI,Utilities
TXN_00032052,ACC_9999,2022-02-11,Credit,31852.44,Branch,Travel
TXN_00032092,ACC_9999,2022-07-15,Debit,2470.95,UPI,Education
TXN_00032102,ACC_9999,2021-04-29,Debit,9972.58,NetBanking,Education
TXN_00032232,ACC_9999,2025-04-26,Debit,4074.35,UPI,Education
TXN_00032351,ACC_9999,2026-06-20,Credit,4392.42,UPI,Dining
TXN_00032408,ACC_9999,2023-07-22,Debit,7725.66,UPI,Retail
TXN_00032418,ACC_9999,2022-11-14,Debit,14310.47,NetBanking,Healthcare
TXN_00032432,ACC_9999,2024-05-28,Credit,6687.14,NetBanking,Healthcare
TXN_00032962,ACC_9999,2024-12-27,Credit,4240.04,NetBanking,Investment
TXN_00033020,ACC_9999,2024-05-20,Debit,1856.03,UPI,Investment
TXN_00033053,ACC_9999,2024-02-02,Credit,2549.04,UPI,Utilities
TXN_00033090,ACC_9999,2026-01-08,Credit,18910.23,UPI,Education
TXN_00033757,ACC_9999,2021-03-06,Debit,1354.26,UPI,Other
TXN_00033763,ACC_9999,2025-05-27,Credit,3427.26,Branch,Education
TXN_00034169,ACC_9999,2025-08-27,Credit,8767.34,NetBanking,Dining
TXN_00034194,ACC_9999,2024-03-09,Credit,2324.7,UPI,Dining
TXN_00034314,ACC_9999,2021-09-17,Debit,3055.58,UPI,Travel
TXN_00034457,ACC_9999,2023-01-10,Debit,678.49,UPI,Dining
TXN_00034468,ACC_9999,2022-11-25,Credit,918.26,UPI,Investment
TXN_00034470,ACC_9999,2026-05-09,Credit,16518.71,NetBanking,Salary
TXN_00034635,ACC_9999,2023-04-22,Debit,5868.08,ATM,Travel
TXN_00034679,ACC_9999,2025-08-27,Credit,10007.99,UPI,Retail
