Txn_ID,Account_ID,Txn_Date,Txn_Type,Amount,Channel,Merchant_Category
TXN_00002940,ACC_000067,10/29/2025,Debit,2321.46,ATM,Dining
TXN_00002978,ACC_002862,04/13/2025,Credit,15213.13,UPI,Utilities
TXN_00003136,ACC_004501,08/04/2025,Credit,21951.08,ATM,Investment
TXN_00003239,ACC_010170,06/12/2026,Debit,504.18,NetBanking,Investment
TXN_00003263,ACC_008188,12/29/2022,Debit,2868.09,UPI,Other
TXN_00003322,ACC_008400,10/08/2022,Debit,27890.14,NetBanking,Dining
TXN_00003329,ACC_009138,08/08/2024,Debit,3333.7,UPI,Other
TXN_00003381,ACC_007853,10/05/2021,Debit,521.44,NetBanking,Transfer
TXN_00003408,ACC_013215,05/29/2026,Debit,196.46,ATM,Education
TXN_00003436,ACC_008475,01/13/2024,Debit,4956172.49,NetBanking,Wire Transfer
TXN_00003482,ACC_006064,05/28/2023,Credit,5571.95,NetBanking,Other
TXN_00003504,ACC_002602,12/24/2022,Credit,513.67,UPI,Education
TXN_00003505,ACC_001867,11/25/2022,Debit,517.05,UPI,Transfer
TXN_00003605,ACC_011000,08/11/2024,Debit,1467.42,UPI,Utilities
TXN_00003678,ACC_004063,01/20/2023,Debit,2506.06,Branch,Transfer
TXN_00003737,ACC_010403,08/21/2022,Debit,23753.28,UPI,Utilities
TXN_00003869,ACC_000829,05/12/2021,Debit,2395.83,UPI,Other
TXN_00003903,ACC_003674,02/03/2025,Debit,7877.55,Branch,Utilities
TXN_00003906,ACC_9999,06/04/2023,Debit,1407.15,ATM,Other
TXN_00003979,ACC_003085,01/11/2023,Debit,459.29,UPI,Healthcare
TXN_00004035,ACC_011073,07/22/2024,Debit,10696.05,UPI,Retail
TXN_00004069,ACC_000208,09/24/2025,Debit,3884.87,ATM,Dining
TXN_00004218,ACC_011781,05/31/2021,Debit,1048.85,UPI,Investment
TXN_00004243,ACC_003011,06/25/2025,Debit,572.99,UPI,Travel
TXN_00004321,ACC_013412,09/06/2022,Credit,9040.44,NetBanking,Utilities
TXN_00004363,ACC_010367,12/03/2021,Debit,9945.71,ATM,Other
TXN_00004401,ACC_005363,01/21/2024,Debit,6950.97,NetBanking,Education
TXN_00004704,ACC_006314,04/09/2023,Credit,17419.63,ATM,Other
TXN_00004744,ACC_013930,04/06/2021,Debit,2749.64,NetBanking,Healthcare
TXN_00004918,ACC_000889,08/08/2025,Credit,2328.62,UPI,Salary
TXN_00004978,ACC_008036,11/12/2022,Credit,34854.83,UPI,Transfer
TXN_00005050,ACC_003040,05/15/2021,Debit,1579.61,UPI,Other
TXN_00005051,ACC_005071,01/27/2024,Credit,2841.74,NetBanking,Healthcare
TXN_00005092,ACC_010466,07/31/2022,Debit,875.13,NetBanking,Investment
TXN_00005116,ACC_013566,06/20/2021,Debit,2233.0,UPI,Salary
TXN_00005168,ACC_009832,07/05/2024,Credit,25526.25,NetBanking,Other
TXN_00005180,ACC_013756,08/06/2022,Debit,2846.04,UPI,Salary
TXN_00005243,ACC_003376,10/25/2024,Debit,930.66,ATM,Healthcare
TXN_00005302,ACC_007861,03/26/2021,Debit,4808.66,UPI,Retail
TXN_00005521,ACC_013275,12/13/2025,Credit,5508.26,UPI,Travel
TXN_00005530,ACC_000692,07/29/2023,Debit,4513.59,ATM,Travel
TXN_00005545,ACC_000833,01/20/2023,Debit,355.89,UPI,Travel
TXN_00005587,ACC_000566,04/20/2024,Debit,1311.91,NetBanking,Dining
TXN_00005602,ACC_009433,11/26/2021,Credit,4097.8,ATM,Travel
TXN_00005637,ACC_006941,01/07/2023,Credit,4665.61,Branch,Salary
TXN_00005652,ACC_004034,10/25/2022,Credit,11559.8,NetBanking,Other
TXN_00005668,ACC_001540,04/30/2023,Debit,981.82,UPI,Other
TXN_00005689,ACC_002788,12/04/2022,Debit,1014.41,NetBanking,Transfer
TXN_00005716,ACC_009893,04/14/2021,Debit,690.98,Branch,Dining
TXN_00005737,ACC_005661,02/18/2021,Credit,13389.39,NetBanking,Salary
TXN_00005796,ACC_006484,05/06/2022,Debit,297.55,NetBanking,Transfer
TXN_00005840,ACC_011521,08/13/2025,Credit,1287.51,UPI,Utilities
TXN_00005939,ACC_013778,11/25/2022,Credit,4381.58,UPI,Utilities
TXN_00005987,ACC_006916,03/21/2021,Debit,2519.48,NetBanking,Transfer
TXN_00006062,ACC_012914,03/25/2026,Credit,5234.69,Branch,Healthcare
TXN_00006251,ACC_013063,05/25/2023,Credit,1833.86,NetBanking,Other
TXN_00006267,ACC_005069,02/20/2023,Credit,7103.3,NetBanking,Investment
TXN_00006371,ACC_009619,05/09/2026,Debit,1331.74,UPI,Other
TXN_00006479,ACC_002310,04/05/2024,Debit,13303.36,UPI,Other
TXN_00006522,ACC_003122,05/28/2025,Debit,2547.1,ATM,Utilities
TXN_00006550,ACC_012053,05/07/2023,Debit,3419.7,UPI,Travel
TXN_00006580,ACC_008198,09/10/2025,Credit,4100.37,UPI,Education
TXN_00006674,ACC_000194,09/28/2021,Credit,8009.65,UPI,Travel
TXN_00006679,ACC_013232,04/25/2022,Debit,4791.01,UPI,Healthcare
TXN_00006751,ACC_011359,07/02/2025,Debit,2030.48,UPI,Utilities
TXN_00006837,ACC_012486,04/25/2022,Debit,11798.44,ATM,Other
TXN_00006838,ACC_011383,05/22/2023,Credit,48226.69,UPI,Investment
TXN_00006867,ACC_001389,12/21/2025,Debit,5846811.54,NetBanking,Wire Transfer
TXN_00006907,ACC_012101,12/24/2021,Debit,5188.91,UPI,Dining
TXN_00006958,ACC_010905,10/15/2022,Debit,3097.66,UPI,Transfer
TXN_00007014,ACC_000029,12/17/2023,Credit,10371.44,Branch,Retail
TXN_00007112,ACC_010622,10/26/2023,Credit,7779.55,ATM,Utilities
TXN_00007212,ACC_006917,05/22/2023,Debit,472.98,NetBanking,Investment
TXN_00007324,ACC_000501,12/06/2024,Debit,11976.33,UPI,Other
TXN_00007403,ACC_012555,02/03/2025,Debit,3800.84,UPI,Transfer
TXN_00007446,ACC_008898,02/11/2026,Debit,3676.94,UPI,Investment
TXN_00007467,ACC_007709,06/15/2021,Debit,2545.34,NetBanking,Travel
TXN_00007507,ACC_010494,10/23/2025,Credit,4594.67,ATM,Travel
TXN_00007535,ACC_002502,07/31/2022,Credit,5970.55,UPI,Utilities
TXN_00007555,ACC_003768,04/08/2026,Debit,2966.0,UPI,Dining
TXN_00007566,ACC_010528,01/03/2021,Credit,8322.24,NetBanking,Salary
TXN_00007626,ACC_012963,12/08/2024,Debit,724.59,UPI,Healthcare
TXN_00007751,ACC_011896,03/15/2023,Credit,2309.07,NetBanking,Retail
TXN_00008134,ACC_010842,05/27/2026,Credit,2083.18,UPI,Dining
TXN_00008186,ACC_013691,06/17/2025,Credit,1556.02,UPI,Utilities
TXN_00008212,ACC_012456,07/05/2024,Debit,2655.63,NetBanking,Retail
TXN_00008215,ACC_005158,06/15/2021,Debit,2785.94,NetBanking,Utilities
TXN_00008251,ACC_009911,11/05/2024,Credit,43773.67,Branch,Retail
TXN_00008353,ACC_011499,06/20/2023,Credit,8807.98,ATM,Travel
TXN_00008485,ACC_003405,05/27/2025,Debit,259.66,NetBanking,Education
TXN_00008532,ACC_003030,05/15/2023,Credit,8673.23,UPI,Transfer
TXN_00008538,ACC_003178,09/08/2022,Debit,5413.71,Branch,Investment
TXN_00008543,ACC_011724,09/19/2025,Credit,878.07,NetBanking,Dining
TXN_00008605,ACC_012666,11/26/2024,Credit,2140.67,NetBanking,Salary
TXN_00008645,ACC_007773,10/09/2023,Debit,3367.2,NetBanking,Dining
TXN_00008694,ACC_003807,04/30/2023,Credit,5671.56,NetBanking,Healthcare
TXN_00008766,ACC_000686,04/06/2021,Credit,85180.84,Branch,Dining
TXN_00008767,ACC_013921,04/19/2026,Debit,3599.54,UPI,Travel
TXN_00008780,ACC_007974,06/17/2022,Credit,1689.23,Branch,Retail
TXN_00008902,ACC_012569,11/30/2024,Debit,20898.77,NetBanking,Salary
TXN_00009109,ACC_000821,07/08/2021,Credit,5704.11,UPI,Dining
TXN_00009142,ACC_013854,04/21/2025,Debit,680.57,UPI,Education
TXN_00009212,ACC_005118,05/23/2026,Credit,3115.6,ATM,Retail
TXN_00009228,ACC_008563,11/02/2023,Credit,2819.61,NetBanking,Salary
TXN_00009263,ACC_012311,10/13/2024,Debit,1901.52,NetBanking,Travel
TXN_00009410,ACC_002603,07/15/2022,Debit,336.65,NetBanking,Retail
TXN_00009479,ACC_009741,09/09/2021,Debit,4232.0,NetBanking,Other
TXN_00009563,ACC_000136,08/06/2024,Credit,2125.56,Branch,Healthcare
TXN_00009697,ACC_000622,02/13/2022,Debit,1805.55,UPI,Travel
TXN_00009766,ACC_000907,07/19/2025,Credit,4220.17,UPI,Healthcare
TXN_00009810,ACC_012035,06/16/2023,Credit,1118.35,UPI,Investment
TXN_00009874,ACC_012261,01/14/2021,Debit,5776.13,UPI,Utilities
TXN_00009875,ACC_011243,10/29/2021,Credit,3976.71,NetBanking,Dining
TXN_00009926,ACC_006449,11/02/2023,Debit,1962.94,NetBanking,Utilities
TXN_00010047,ACC_010264,01/31/2021,Debit,976.61,UPI,Transfer
TXN_00010072,ACC_000886,07/15/2023,Credit,457.69,UPI,Other
TXN_00010076,ACC_006742,01/09/2025,Credit,5525.71,Branch,Dining
TXN_00010135,ACC_001040,03/11/2022,Credit,4091.13,UPI,Salary
TXN_00010213,ACC_007319,04/05/2022,Credit,6230.41,NetBanking,Retail
TXN_00010244,ACC_9999,07/26/2024,Credit,9552.85,UPI,Utilities
TXN_00010365,ACC_004727,10/14/2021,Credit,42482.49,UPI,Travel
TXN_00010384,ACC_013746,10/03/2024,Credit,4022.78,NetBanking,Other
TXN_00010386,ACC_000325,11/29/2024,Debit,546.32,UPI,Dining
TXN_00010485,ACC_007182,03/25/2023,Debit,10940.93,ATM,Healthcare
TXN_00010490,ACC_013447,12/15/2023,Debit,2486.42,NetBanking,Healthcare
TXN_00010581,ACC_002036,06/25/2024,Credit,47217.24,UPI,Education
TXN_00010619,ACC_005593,07/05/2026,Credit,34866.21,NetBanking,Other
TXN_00010652,ACC_006573,06/22/2021,Credit,1040.35,Branch,Healthcare
TXN_00010718,ACC_011536,11/21/2021,Debit,2390.02,UPI,Retail
TXN_00010727,ACC_003607,03/27/2021,Credit,2177.06,Branch,Retail
TXN_00010805,ACC_005089,07/11/2021,Credit,1449.14,Branch,Education
TXN_00010810,ACC_013464,05/30/2023,Debit,1651.49,NetBanking,Dining
TXN_00010849,ACC_006350,08/06/2023,Credit,3501.67,ATM,Education
TXN_00010856,ACC_009707,10/10/2023,Debit,2009.21,ATM,Investment
TXN_00010925,ACC_009751,01/26/2023,Credit,5504.56,NetBanking,Dining
TXN_00011236,ACC_005077,09/13/2022,Credit,6917.31,Branch,Transfer
TXN_00011287,ACC_005262,06/13/2023,Debit,3539.43,Branch,Travel
TXN_00011399,ACC_006138,10/12/2025,Debit,2624.5,NetBanking,Retail
TXN_00011465,ACC_000395,02/27/2026,Credit,11642.18,NetBanking,Salary
TXN_00011619,ACC_003654,02/20/2022,Credit,17307.9,Branch,Investment
TXN_00011727,ACC_008077,08/08/2021,Debit,514.65,NetBanking,Healthcare
TXN_00011786,ACC_9999,08/25/2025,Debit,2386.78,UPI,Investment
TXN_00011834,ACC_010254,03/06/2024,Credit,4380.85,UPI,Healthcare
TXN_00011873,ACC_006806,02/23/2025,Debit,589.48,NetBanking,Other
TXN_00012151,ACC_006808,08/17/2024,Debit,1791.1,NetBanking,Dining
TXN_00012165,ACC_007860,02/19/2024,Credit,25013.94,Branch,Utilities
TXN_00012186,ACC_001797,02/28/2026,Debit,696.16,NetBanking,Healthcare
TXN_00012211,ACC_010241,01/26/2024,Credit,7469.45,ATM,Transfer
TXN_00012236,ACC_005099,08/30/2024,Debit,677.09,NetBanking,Education
TXN_00012244,ACC_000812,08/21/2024,Debit,8156.26,NetBanking,Other
TXN_00012347,ACC_009098,01/05/2025,Credit,66817.89,UPI,Investment
TXN_00012511,ACC_004749,12/11/2021,Debit,4383.95,UPI,Other
TXN_00012532,ACC_002243,03/11/2022,Credit,4332.14,NetBanking,Travel
TXN_00012721,ACC_005734,06/15/2023,Credit,4621.57,Branch,Transfer
TXN_00012807,ACC_012803,01/13/2026,Credit,61499.26,NetBanking,Education
TXN_00012901,ACC_004322,07/15/2026,Credit,7159.38,ATM,Travel
TXN_00012903,ACC_010062,06/16/2023,Credit,1724.87,Branch,Education
TXN_00012951,ACC_007049,04/20/2026,Debit,2308.49,UPI,Dining
TXN_00012966,ACC_009909,08/01/2024,Credit,4373.9,UPI,Transfer
TXN_00013010,ACC_011992,02/01/2024,Credit,2767.1,UPI,Transfer
TXN_00013011,ACC_003024,08/14/2024,Credit,7569.16,ATM,Retail
TXN_00013271,ACC_009770,08/30/2023,Credit,22871.99,NetBanking,Transfer
TXN_00013279,ACC_001894,03/06/2023,Debit,7971.83,UPI,Healthcare
TXN_00013360,ACC_013447,10/10/2025,Debit,521.01,UPI,Education
TXN_00013410,ACC_012755,09/16/2021,Debit,1942.44,UPI,Other
TXN_00013411,ACC_003894,02/03/2024,Debit,8329.35,NetBanking,Other
TXN_00013748,ACC_000302,09/21/2023,Debit,1268.16,UPI,Healthcare
TXN_00013866,ACC_001538,07/02/2026,Credit,993.23,NetBanking,Travel
TXN_00014018,ACC_003527,10/05/2022,Debit,1409.62,Branch,Healthcare
TXN_00014292,ACC_011530,04/14/2023,Debit,3227.59,NetBanking,Salary
TXN_00014350,ACC_007706,10/31/2023,Credit,4483.74,NetBanking,Education
TXN_00014418,ACC_005093,11/23/2021,Debit,1218.47,NetBanking,Education
TXN_00014462,ACC_006188,08/12/2021,Debit,4391.91,UPI,Healthcare
TXN_00014712,ACC_005995,06/25/2021,Debit,24091.11,NetBanking,Travel
TXN_00014739,ACC_005657,09/27/2021,Debit,2334.59,NetBanking,Salary
TXN_00014809,ACC_008767,10/06/2022,Debit,320.74,UPI,Dining
TXN_00014888,ACC_009154,05/22/2026,Debit,3919.43,ATM,Other
TXN_00014937,ACC_007395,03/21/2021,Credit,6438.45,UPI,Other
TXN_00014947,ACC_004116,01/29/2025,Debit,490.56,Branch,Salary
TXN_00014978,ACC_007249,10/15/2024,Debit,2226.3,Branch,Salary
TXN_00015035,ACC_010880,12/26/2025,Debit,4856.72,NetBanking,Education
TXN_00015215,ACC_004223,11/05/2021,Credit,13852.59,UPI,Other
TXN_00015262,ACC_006348,12/20/2022,Debit,3202.94,Branch,Travel
TXN_00015308,ACC_010263,07/20/2022,Debit,28534.25,ATM,Transfer
TXN_00015318,ACC_013116,01/01/2024,Credit,11723.61,ATM,Healthcare
TXN_00015321,ACC_010405,06/10/2022,Credit,998.1,UPI,Healthcare
TXN_00015411,ACC_004905,09/14/2023,Debit,4153.18,UPI,Other
TXN_00015442,ACC_004267,01/23/2022,Debit,4131.35,ATM,Retail
TXN_00015451,ACC_003479,05/15/2022,Debit,2315.85,UPI,Transfer
TXN_00015462,ACC_007210,08/03/2021,Credit,4458.81,UPI,Utilities
TXN_00015568,ACC_011908,08/17/2025,Debit,5215.31,UPI,Utilities
TXN_00015641,ACC_003900,10/30/2022,Debit,3657.05,UPI,Dining
TXN_00015648,ACC_002599,04/26/2022,Credit,3881.82,NetBanking,Travel
TXN_00015660,ACC_004617,05/23/2021,Credit,4171.48,ATM,Utilities
TXN_00015671,ACC_012973,02/17/2026,Debit,253.3,NetBanking,Retail
TXN_00015707,ACC_008383,10/02/2024,Credit,5786.12,ATM,Other
TXN_00015781,ACC_009176,04/07/2023,Debit,2290.9,NetBanking,Other
TXN_00015838,ACC_001680,02/18/2025,Debit,404.84,ATM,Transfer
TXN_00015849,ACC_000394,08/02/2024,Credit,4237.21,Branch,Retail
TXN_00015910,ACC_013429,10/12/2025,Debit,1276.49,Branch,Other
TXN_00015962,ACC_008047,03/03/2023,Debit,10686.82,UPI,Retail
TXN_00015998,ACC_001745,10/25/2022,Debit,10114.66,ATM,Travel
TXN_00016014,ACC_007442,08/13/2023,Debit,4688.43,UPI,Transfer
TXN_00016131,ACC_005341,04/14/2021,Debit,907.77,NetBanking,Retail
TXN_00016263,ACC_012400,02/14/2026,Credit,2582.36,Branch,Travel
TXN_00016307,ACC_011593,08/25/2024,Debit,27808.14,UPI,Transfer
TXN_00016394,ACC_000459,01/29/2022,Debit,9001.76,UPI,Retail
TXN_00016399,ACC_004187,08/16/2021,Credit,836.93,UPI,Retail
TXN_00016461,ACC_008437,05/31/2026,Credit,1813.43,NetBanking,Salary
TXN_00016664,ACC_013447,02/23/2022,Credit,806.04,UPI,Travel
TXN_00016666,ACC_000847,04/21/2021,Credit,2128.28,UPI,Other
TXN_00016776,ACC_007274,07/08/2025,Debit,2270.94,UPI,Dining
TXN_00016781,ACC_011704,08/01/2022,Credit,3172.13,ATM,Investment
TXN_00016787,ACC_005441,10/01/2021,Credit,19515.3,UPI,Travel
TXN_00016800,ACC_003697,09/01/2021,Debit,1103.2,UPI,Utilities
TXN_00016802,ACC_006881,05/21/2025,Credit,3215.18,ATM,Salary
TXN_00016960,ACC_9999,05/18/2022,Debit,1391.41,UPI,Education
TXN_00017034,ACC_006658,05/10/2026,Debit,2937.14,ATM,Utilities
TXN_00017098,ACC_002880,12/04/2025,Credit,7568.09,ATM,Travel
TXN_00017131,ACC_001441,07/30/2021,Debit,4097.54,NetBanking,Investment
TXN_00017134,ACC_002915,03/01/2024,Credit,9312.92,ATM,Education
TXN_00017316,ACC_013296,08/24/2022,Credit,1748.37,NetBanking,Education
TXN_00017363,ACC_000136,04/30/2026,Debit,2631.99,UPI,Utilities
TXN_00017368,ACC_013728,04/04/2023,Credit,17566.73,UPI,Travel
TXN_00017424,ACC_007180,12/19/2024,Credit,1054.17,UPI,Investment
TXN_00017433,ACC_009623,02/09/2025,Credit,19748.07,UPI,Investment
TXN_00017515,ACC_009925,07/15/2021,Debit,332.3,ATM,Utilities
TXN_00017715,ACC_008741,04/11/2023,Debit,8379.48,Branch,Dining
TXN_00017759,ACC_008804,09/29/2024,Debit,20417.55,ATM,Other
TXN_00017803,ACC_011509,03/03/2022,Credit,23527.25,UPI,Salary
TXN_00017829,ACC_005655,01/23/2024,Debit,297.96,ATM,Dining
TXN_00017958,ACC_007864,11/02/2022,Debit,1664.35,UPI,Investment
TXN_00018033,ACC_006248,04/09/2022,Debit,133.63,UPI,Travel
TXN_00018073,ACC_005171,04/24/2024,Credit,1690.33,Branch,Other
TXN_00018114,ACC_007853,02/22/2024,Credit,4100.01,UPI,Salary
TXN_00018243,ACC_009016,10/14/2023,Credit,16931.29,ATM,Utilities
TXN_00018247,ACC_005044,02/27/2023,Debit,1849.1,UPI,Retail
TXN_00018326,ACC_000227,09/13/2023,Debit,253.19,ATM,Retail
TXN_00018354,ACC_004550,02/01/2025,Credit,1336.92,UPI,Investment
TXN_00018369,ACC_002835,04/22/2022,Credit,4750.68,UPI,Healthcare
TXN_00018372,ACC_007504,09/27/2023,Credit,4666.25,NetBanking,Travel
TXN_00018385,ACC_002564,11/15/2021,Debit,9811.36,UPI,Retail
TXN_00018426,ACC_013926,02/26/2026,Credit,3432.98,Branch,Retail
TXN_00018439,ACC_013736,07/13/2025,Credit,25247.65,NetBanking,Education
TXN_00018489,ACC_006239,09/02/2023,Credit,7856.62,NetBanking,Travel
TXN_00018503,ACC_002220,06/21/2024,Credit,14748.23,ATM,Utilities
TXN_00018610,ACC_012009,10/24/2023,Debit,2117.73,UPI,Retail
TXN_00018611,ACC_004213,08/19/2022,Credit,4059.58,UPI,Transfer
TXN_00018653,ACC_009979,06/26/2026,Credit,6504.64,NetBanking,Retail
TXN_00018761,ACC_002220,01/13/2025,Debit,4653.11,UPI,Investment
TXN_00018777,ACC_008430,03/08/2026,Debit,8655.06,UPI,Transfer
TXN_00018779,ACC_002559,11/21/2023,Debit,697.57,ATM,Salary
TXN_00018896,ACC_007406,05/22/2023,Debit,18887.13,UPI,Education
TXN_00018930,ACC_009160,02/26/2024,Debit,3970.12,ATM,Salary
TXN_00019001,ACC_009242,06/07/2024,Credit,912.77,UPI,Salary
TXN_00019056,ACC_009156,05/04/2023,Debit,1574.7,NetBanking,Investment
TXN_00019126,ACC_000779,04/25/2022,Debit,6976.15,NetBanking,Investment
TXN_00019127,ACC_007418,03/30/2026,Credit,65802.77,Branch,Retail
TXN_00019128,ACC_012124,10/03/2022,Debit,1310.76,NetBanking,Other
TXN_00019259,ACC_002200,11/20/2023,Credit,7676.18,NetBanking,Investment
TXN_00019363,ACC_010286,09/03/2023,Debit,719.61,ATM,Other
TXN_00019519,ACC_007283,07/15/2025,Debit,5560.84,UPI,Transfer
TXN_00019564,ACC_001524,08/16/2021,Debit,1716.72,Branch,Education
TXN_00019594,ACC_006962,09/24/2025,Credit,13886.66,ATM,Education
TXN_00019600,ACC_004237,03/27/2021,Debit,3798.09,Branch,Transfer
TXN_00019636,ACC_005237,01/14/2021,Debit,1127.8,NetBanking,Salary
TXN_00019661,ACC_001641,02/18/2021,Debit,1925.69,ATM,Salary
TXN_00019747,ACC_004841,07/23/2025,Debit,2602.79,NetBanking,Utilities
TXN_00019757,ACC_009083,01/26/2023,Debit,839.63,NetBanking,Education
TXN_00019823,ACC_006614,04/26/2026,Credit,40391.59,UPI,Transfer
TXN_00019909,ACC_010030,11/22/2023,Debit,778.12,NetBanking,Utilities
TXN_00019935,ACC_000060,03/29/2025,Debit,11948.6,UPI,Travel
TXN_00019948,ACC_008048,05/06/2023,Credit,10878.63,UPI,Other
TXN_00020156,ACC_006520,06/13/2024,Credit,20016.52,UPI,Other
TXN_00020185,ACC_007338,11/14/2025,Credit,4647.7,NetBanking,Retail
TXN_00020277,ACC_013501,06/02/2023,Debit,882.65,NetBanking,Education
TXN_00020372,ACC_012639,03/30/2021,Debit,4084.84,UPI,Travel
TXN_00020415,ACC_013037,09/04/2022,Debit,77554.16,UPI,Utilities
TXN_00020530,ACC_009199,03/04/2022,Debit,17601.13,UPI,Other
TXN_00020605,ACC_012098,06/18/2021,Credit,1131.01,UPI,Transfer
TXN_00020618,ACC_012350,06/23/2021,Debit,6644.29,UPI,Other
TXN_00020636,ACC_005248,07/16/2025,Debit,3917.96,NetBanking,Other
TXN_00020731,ACC_000588,08/19/2023,Debit,14442.97,NetBanking,Transfer
TXN_00020749,ACC_004767,10/17/2024,Credit,582.48,UPI,Transfer
TXN_00020849,ACC_010705,09/24/2023,Debit,4207.35,UPI,Dining
TXN_00020927,ACC_013974,06/09/2025,Credit,3919.88,UPI,Education
TXN_00020930,ACC_009004,05/24/2024,Debit,3260.64,NetBanking,Education
TXN_00020946,ACC_005060,11/20/2022,Credit,6223.05,NetBanking,Healthcare
TXN_00020998,ACC_009459,11/28/2025,Credit,2741.18,ATM,Other
TXN_00021077,ACC_002345,04/01/2024,Debit,9999.5,Branch,Investment
TXN_00021141,ACC_007805,02/28/2021,Credit,8625.66,UPI,Transfer
TXN_00021170,ACC_005684,02/02/2021,Debit,8139.79,UPI,Investment
TXN_00021180,ACC_007502,02/27/2024,Credit,8730.52,NetBanking,Travel
TXN_00021190,ACC_013567,07/20/2026,Debit,656.37,Branch,Transfer
TXN_00021297,ACC_004737,06/01/2024,Credit,2307.3,UPI,Retail
TXN_00021320,ACC_001818,12/28/2025,Credit,1891.69,UPI,Utilities
TXN_00021322,ACC_004742,09/26/2023,Credit,9704.92,UPI,Dining
TXN_00021335,ACC_003208,09/05/2024,Credit,7154.77,NetBanking,Dining
TXN_00021392,ACC_001974,02/22/2025,Debit,3194.24,UPI,Retail
TXN_00021430,ACC_013765,08/14/2025,Credit,5438.57,UPI,Retail
TXN_00021432,ACC_013160,06/30/2021,Debit,357.36,UPI,Transfer
TXN_00021464,ACC_004291,04/17/2024,Debit,29525.74,NetBanking,Travel
TXN_00021486,ACC_008241,10/12/2022,Credit,881.65,ATM,Other
TXN_00021488,ACC_000686,04/17/2026,Credit,19182.98,ATM,Utilities
TXN_00021552,ACC_009366,07/04/2026,Debit,10696.85,Branch,Utilities
TXN_00021586,ACC_010644,10/25/2023,Debit,558.27,NetBanking,Retail
TXN_00021594,ACC_000156,09/14/2022,Debit,893.25,UPI,Healthcare
TXN_00021709,ACC_007892,01/18/2021,Debit,2010.09,UPI,Healthcare
TXN_00021733,ACC_013528,08/14/2023,Debit,2565.69,NetBanking,Healthcare
