Txn_ID,Account_ID,Txn_Date,Txn_Type,Amount,Channel,Merchant_Category
TXN_00000179,ACC_010710,2026-07-19,Credit,2913.19,UPI,Utilities
TXN_00000180,ACC_005299,2026-07-07,Debit,3468.64,NetBanking,Retail
TXN_00000181,ACC_006543,2026-04-30,Debit,1063.6,ATM,Utilities
TXN_00000182,ACC_007779,2026-05-17,Debit,3738.64,NetBanking,Salary
TXN_00000183,ACC_006947,2024-02-18,Credit,1516.67,NetBanking,Travel
TXN_00000184,ACC_013070,2026-01-15,Debit,28062.95,UPI,Travel
TXN_00000185,ACC_009312,2021-09-21,Debit,3705.84,ATM,Education
TXN_00000186,ACC_003202,2022-04-28,Credit,9502.49,NetBanking,Utilities
TXN_00000187,ACC_005226,2024-08-11,Debit,964.42,UPI,Utilities
TXN_00000188,ACC_012571,2024-09-16,Debit,9534.32,NetBanking,Salary
TXN_00000189,ACC_012426,2022-09-09,Credit,8490.49,UPI,Investment
TXN_00000190,ACC_001133,2025-09-14,Debit,2760.12,UPI,Travel
TXN_00000191,ACC_001359,2021-09-13,Credit,7091.5,UPI,Transfer
TXN_00000192,ACC_009487,2024-03-23,Debit,4684.6,UPI,Transfer
TXN_00000193,ACC_005768,2022-09-15,Credit,2534.23,UPI,Dining
TXN_00000194,ACC_008614,2026-06-18,Debit,6251.18,ATM,Education
TXN_00000195,ACC_003207,2025-06-25,Debit,2379.01,Branch,Transfer
TXN_00000196,ACC_013715,2021-05-08,Credit,24627.05,Branch,Healthcare
TXN_00000197,ACC_013250,2024-12-23,Credit,1045.99,ATM,Dining
TXN_00000198,ACC_012863,,Credit,32737.5,UPI,Utilities
TXN_00000199,ACC_010090,2024-07-26,Debit,6411.66,Branch,Salary
TXN_00000200,ACC_006370,2021-09-23,Credit,2115.35,UPI,Retail
TXN_00000201,ACC_002202,2021-01-08,Credit,5460.97,UPI,Utilities
TXN_00000202,ACC_003995,2025-06-06,Credit,1265.98,NetBanking,Investment
TXN_00000203,ACC_008566,2021-09-10,Credit,4371.92,UPI,Travel
TXN_00000204,ACC_002565,,Credit,1616.79,UPI,Travel
TXN_00000205,ACC_009106,2021-01-30,Debit,2454.85,Branch,Retail
TXN_00000206,ACC_009115,2023-05-28,Debit,6295.55,ATM,Investment
TXN_00000207,ACC_012147,2023-02-06,Credit,20242.96,UPI,Salary
TXN_00000208,ACC_012203,2026-04-18,Debit,3068.47,NetBanking,Salary
TXN_00000209,ACC_000001,2025-12-22,Debit,14765.41,NetBanking,Salary
TXN_00000210,ACC_013665,2025-11-18,Credit,4614.61,NetBanking,Salary
TXN_00000211,ACC_009536,2021-10-01,Debit,3919.91,NetBanking,Salary
TXN_00000212,ACC_006438,2025-02-08,Credit,1200.79,NetBanking,Salary
TXN_00000213,ACC_008333,2022-01-07,Credit,11118.52,Branch,Education
TXN_00000214,ACC_001838,2025-12-26,Credit,2530.85,ATM,Travel
TXN_00000215,ACC_007357,2023-08-29,Debit,3233.2,ATM,Dining
TXN_00000216,ACC_012016,2022-03-29,Debit,3623.15,UPI,Utilities
TXN_00000217,ACC_010321,2023-06-06,Debit,1095.7,NetBanking,Education
TXN_00000218,ACC_012086,2021-10-11,Debit,303.61,NetBanking,Dining
TXN_00000219,ACC_005703,2022-05-25,Debit,521.16,NetBanking,Salary
TXN_00000220,ACC_004773,2021-10-19,Credit,17142.64,UPI,Utilities
TXN_00000221,ACC_004135,2023-02-14,Credit,9129.8,NetBanking,Transfer
TXN_00000222,ACC_001291,2021-09-03,Debit,7120.61,UPI,Salary
TXN_00000223,ACC_006270,2023-06-06,Debit,1649.36,UPI,Other
TXN_00000224,ACC_007167,2023-01-12,Credit,3330.58,UPI,Dining
TXN_00000225,ACC_005354,2025-07-06,Debit,10179.57,Branch,Dining
TXN_00000226,ACC_011132,2023-05-01,Credit,11022.29,ATM,Dining
TXN_00000227,ACC_009758,2023-02-01,Credit,8094.52,UPI,Dining
TXN_00000228,ACC_011730,2022-01-31,Debit,710.49,NetBanking,Transfer
TXN_00000229,ACC_012810,2023-12-19,Credit,4844.43,NetBanking,Healthcare
TXN_00000230,ACC_012298,2023-04-09,Debit,2687.49,UPI,Transfer
TXN_00000231,ACC_002730,2021-07-23,Credit,7387.74,Branch,Salary
TXN_00000232,ACC_001870,2023-01-12,Debit,570.33,UPI,Salary
TXN_00000233,ACC_007270,2021-01-15,Credit,3874.81,Branch,Dining
TXN_00000234,ACC_006515,2023-09-04,Credit,7076.81,UPI,Healthcare
TXN_00000235,ACC_003998,2026-01-16,Credit,13276.78,ATM,Dining
TXN_00000236,ACC_005133,2024-05-16,Credit,13851.2,UPI,Utilities
TXN_00000237,ACC_005628,2024-05-29,Debit,1710.04,ATM,Investment
TXN_00000238,ACC_005063,2023-07-16,Debit,39538.31,UPI,Transfer
TXN_00000239,ACC_007625,2024-08-07,Credit,5617.92,ATM,Salary
TXN_00000240,ACC_013729,2022-06-10,Credit,961.81,UPI,Other
TXN_00000241,ACC_008108,2022-01-07,Credit,24169.11,UPI,Utilities
TXN_00000242,ACC_006214,2021-09-21,Debit,4082.5,ATM,Investment
TXN_00000243,ACC_006575,2021-01-18,Credit,4938.52,ATM,Retail
TXN_00000244,ACC_008613,2021-04-23,Credit,6985.19,UPI,Investment
TXN_00000245,ACC_006694,2026-03-29,Debit,1521.99,ATM,Travel
TXN_00000246,ACC_009581,2022-05-19,Debit,405.24,UPI,Investment
TXN_00000247,ACC_006587,2021-07-27,Credit,2312.65,NetBanking,Transfer
TXN_00000248,ACC_007493,2025-02-08,Credit,3160.17,UPI,Investment
TXN_00000249,ACC_006368,2021-03-13,Debit,47686.37,UPI,Salary
TXN_00000250,ACC_007800,2026-06-14,Debit,2981.68,ATM,Transfer
TXN_00000251,ACC_002229,2022-05-19,Debit,3001.7,Branch,Other
TXN_00000252,ACC_013089,2025-10-30,Credit,862.79,NetBanking,Other
TXN_00000253,ACC_008350,2025-06-15,Debit,2890.9,ATM,Transfer
TXN_00000254,ACC_007157,2025-03-25,Credit,3624.73,NetBanking,Other
TXN_00000255,ACC_002651,2026-02-02,Debit,4752.61,UPI,Healthcare
TXN_00000256,ACC_009742,2023-10-19,Debit,2840.26,NetBanking,Salary
TXN_00000257,ACC_004842,2022-04-26,Debit,3289.15,UPI,Other
TXN_00000258,ACC_013956,2025-03-13,Debit,4736.98,ATM,Utilities
TXN_00000259,ACC_005076,2024-05-10,Debit,11241.95,NetBanking,Transfer
TXN_00000260,ACC_008567,2021-12-10,Credit,11961.15,NetBanking,Dining
TXN_00000261,ACC_002148,2022-11-18,Credit,12617.39,NetBanking,Dining
TXN_00000262,ACC_004974,2022-09-24,Debit,1819.53,NetBanking,Other
TXN_00000263,ACC_005431,2021-04-11,Debit,27006.4,UPI,Retail
TXN_00000264,ACC_002622,2025-03-05,Debit,1625.32,UPI,Utilities
TXN_00000265,ACC_007132,2024-02-02,Credit,28336.38,UPI,Salary
TXN_00000266,ACC_010209,2023-12-31,Debit,577.32,ATM,Healthcare
TXN_00000267,ACC_011724,2022-10-19,Debit,3152.06,UPI,Transfer
TXN_00000268,ACC_002405,2026-06-28,Debit,2449.7,UPI,Healthcare
TXN_00000269,ACC_011591,2023-11-11,Credit,11340.3,UPI,Dining
TXN_00000270,ACC_002165,2021-05-02,Debit,3382.9,UPI,Education
TXN_00000271,ACC_005960,2023-03-13,Debit,1054.36,NetBanking,Other
TXN_00000272,ACC_012766,2025-08-07,Debit,8972.38,UPI,Travel
TXN_00000273,ACC_001859,2021-08-07,Credit,13137.07,NetBanking,Healthcare
TXN_00000274,ACC_008506,2021-02-10,Credit,7773.33,Branch,Transfer
TXN_00000275,ACC_011164,2021-06-06,Debit,6594.24,NetBanking,Dining
TXN_00000276,ACC_005518,2024-09-15,Debit,3923.47,ATM,Travel
TXN_00000277,ACC_009641,,Credit,10762.42,NetBanking,Other
TXN_00000278,ACC_012304,2025-12-10,Debit,2284.61,UPI,Utilities
TXN_00000279,ACC_001775,2026-01-10,Credit,1003.45,NetBanking,Salary
TXN_00000280,ACC_005567,2022-03-12,Credit,2318.87,ATM,Transfer
TXN_00000281,ACC_005180,2024-07-03,Credit,1668.28,ATM,Education
TXN_00000282,ACC_013289,2025-02-02,Debit,6858.59,NetBanking,Other
TXN_00000283,ACC_006338,2021-04-26,Debit,477.37,ATM,Transfer
TXN_00000284,ACC_010185,2024-01-06,Debit,4611.09,UPI,Salary
TXN_00000285,ACC_001999,2026-04-17,Debit,1767.27,UPI,Transfer
TXN_00000286,ACC_000916,2023-08-18,Debit,2727.34,UPI,Education
TXN_00000287,ACC_013287,2025-07-15,Debit,4310.12,UPI,Education
TXN_00000288,ACC_001487,2023-01-10,Credit,7787.83,UPI,Dining
TXN_00000289,ACC_007615,2024-04-30,Credit,11643.06,UPI,Investment
TXN_00000290,ACC_009541,2025-02-21,Credit,4149.37,Branch,Travel
TXN_00000291,ACC_004720,2023-12-18,Credit,428.6,Branch,Healthcare
TXN_00000292,ACC_007460,2025-12-12,Credit,10147.74,UPI,Salary
TXN_00000293,ACC_004095,2021-03-14,Credit,17725.52,NetBanking,Dining
TXN_00000294,ACC_001759,2024-08-11,Debit,13920.03,ATM,Salary
TXN_00000295,ACC_004093,2023-09-25,Credit,5557.77,UPI,Investment
TXN_00000296,ACC_010460,2023-03-18,Debit,4875.79,Branch,Dining
TXN_00000297,ACC_005541,2023-09-04,Debit,943.84,UPI,Other
TXN_00000298,ACC_008743,2025-04-22,Credit,5755.44,NetBanking,Utilities
TXN_00000299,ACC_012475,2024-03-27,Debit,10409.55,NetBanking,Transfer
TXN_00000300,ACC_008649,2024-08-17,Debit,12346.5,Branch,Utilities
TXN_00000301,ACC_003098,2024-10-04,Credit,17749.92,NetBanking,Investment
TXN_00000302,ACC_009871,2023-10-21,Credit,965.86,UPI,Education
TXN_00000303,ACC_005240,2024-01-07,Credit,2452.31,ATM,Investment
TXN_00000304,ACC_000247,2025-11-06,Debit,1545.45,NetBanking,Salary
TXN_00000305,ACC_006376,2025-01-13,Debit,2618.88,Branch,Education
TXN_00000306,ACC_011918,2025-01-17,Credit,7856.01,ATM,Transfer
TXN_00000307,ACC_002082,2023-05-01,Debit,4949.95,NetBanking,Other
TXN_00000308,ACC_003257,2023-12-19,Credit,16966.77,UPI,Salary
TXN_00000309,ACC_004307,2024-02-04,Debit,3465.58,UPI,Transfer
TXN_00000310,ACC_011211,2024-05-13,Debit,1442.64,ATM,Healthcare
TXN_00000311,ACC_009167,2024-07-01,Debit,15788.25,NetBanking,Healthcare
TXN_00000312,ACC_012440,2026-05-21,Debit,6831.39,ATM,Salary
TXN_00000313,ACC_011456,2024-03-18,Debit,967.29,Branch,Education
TXN_00000314,ACC_001568,2022-01-20,Debit,784.48,UPI,Dining
TXN_00000315,ACC_000545,2024-12-07,Credit,8942.89,NetBanking,Travel
TXN_00000316,ACC_000408,2023-12-14,Credit,3498.03,UPI,Salary
TXN_00000317,ACC_005400,2025-01-22,Debit,9221.17,NetBanking,Salary
TXN_00000318,ACC_012248,2025-03-29,Debit,1522.61,UPI,Transfer
TXN_00000319,ACC_003188,2021-12-23,Credit,9422.66,UPI,Education
TXN_00000320,ACC_005424,2021-09-09,Debit,2959.57,UPI,Transfer
TXN_00000321,ACC_013493,,Debit,3592.56,ATM,Dining
TXN_00000322,ACC_002236,2022-10-13,Credit,4298.35,NetBanking,Salary
TXN_00000323,ACC_010669,2022-09-11,Credit,20344.57,UPI,Healthcare
TXN_00000324,ACC_003174,2023-04-05,Credit,7668.53,UPI,Travel
TXN_00000325,ACC_006100,2023-07-16,Credit,19010.66,NetBanking,Education
TXN_00000326,ACC_004105,2024-09-30,Credit,4431.84,NetBanking,Other
TXN_00000327,ACC_009352,2021-05-07,Debit,390.66,ATM,Dining
TXN_00000328,ACC_000053,2025-10-26,Credit,3609.94,Branch,Investment
TXN_00000329,ACC_006385,2022-07-05,Credit,472.48,UPI,Transfer
TXN_00000330,ACC_000730,2023-11-25,Debit,4092.96,NetBanking,Transfer
TXN_00000331,ACC_013145,2022-09-02,Debit,31202.78,UPI,Dining
TXN_00000332,ACC_005438,2021-03-16,Debit,19765.22,NetBanking,Dining
TXN_00000333,ACC_003836,2024-09-17,Credit,9601.1,UPI,Investment
TXN_00000334,ACC_002814,2023-09-07,Debit,1455.14,ATM,Transfer
TXN_00000335,ACC_006795,2023-07-05,Credit,3756.55,Branch,Utilities
TXN_00000336,ACC_000561,2026-07-17,Credit,1052.78,UPI,Investment
TXN_00000337,ACC_007430,2021-08-27,Debit,11315.87,UPI,Investment
TXN_00000338,ACC_002479,2021-01-06,Credit,4659.87,UPI,Salary
TXN_00000339,ACC_009021,2021-11-28,Debit,612.71,UPI,Dining
TXN_00000340,ACC_002776,2021-09-21,Debit,20633.38,UPI,Travel
TXN_00000341,ACC_002565,2021-10-05,Credit,2827.63,UPI,Retail
TXN_00000342,ACC_013472,2026-04-03,Debit,4910.37,NetBanking,Education
TXN_00000343,ACC_000187,2021-10-05,Debit,1883.48,Branch,Dining
TXN_00000344,ACC_002178,2025-05-19,Credit,17284.35,Branch,Travel
TXN_00000345,ACC_005697,2024-08-08,Debit,2404.45,ATM,Other
TXN_00000346,ACC_9999,2022-01-06,Debit,4647.55,NetBanking,Travel
TXN_00000347,ACC_004934,2025-12-07,Debit,2397.02,NetBanking,Utilities
TXN_00000348,ACC_002074,2023-07-24,Debit,5480.49,ATM,Retail
TXN_00000349,ACC_009517,2023-04-06,Credit,12946.18,UPI,Other
TXN_00000350,ACC_009126,2022-12-30,Debit,6385.33,Branch,Other
TXN_00000351,ACC_013614,2021-11-03,Credit,9208.88,NetBanking,Travel
