Log_ID,Customer_ID,Login_Date,App_Page,Session_Duration_Min,Feature_Used
LOG_00000060,CUST_07725,2024-11-11,Profile,13.8,Profile
LOG_00000061,CUST_10195,2023-01-25,Loans,4.4,Profile
LOG_00000062,CUST_02240,2025-01-04,Profile,13.7,Balance Inquiry
LOG_00000063,CUST_09009,2024-03-05,Transfers,15.2,Bill Payment
LOG_00000064,CUST_00043,2025-08-06,Transfers,8.0,Balance Inquiry
LOG_00000065,CUST_06003,2024-06-01,Loans,28.6,Card Management
LOG_00000066,CUST_10187,2026-07-10,Home,14.0,Profile
LOG_00000067,CUST_08597,2023-09-24,Accounts,5.7,Card Management
LOG_00000068,CUST_06844,2023-11-27,Cards,4.6,Balance Inquiry
LOG_00000069,CUST_07367,2024-06-03,Accounts,5.4,Card Management
LOG_00000070,CUST_02598,2024-04-06,Accounts,12.3,Bill Payment
LOG_00000071,CUST_07380,2026-03-03,KYC,2.1,Balance Inquiry
LOG_00000072,CUST_07136,2025-02-20,Loans,2.2,Profile
LOG_00000073,CUST_00694,2024-10-23,Cards,16.2,Fund Transfer
LOG_00000074,CUST_10060,2024-10-28,Profile,13.3,Balance Inquiry
LOG_00000075,CUST_06741,2023-06-22,Profile,3.2,Card Management
LOG_00000076,CUST_00755,2026-06-25,KYC,5.4,Card Management
LOG_00000077,CUST_09324,2024-01-05,Payments,14.7,Bill Payment
LOG_00000078,CUST_03535,2025-01-13,Accounts,27.0,Profile
LOG_00000079,CUST_02901,2023-05-03,Cards,13.6,Balance Inquiry
LOG_00000080,CUST_06165,2025-10-28,KYC,4.8,Profile
LOG_00000081,CUST_03235,2026-05-30,Loans,1.8,Profile
LOG_00000082,CUST_09949,2024-08-01,KYC,7.0,Profile
LOG_00000083,CUST_03058,2023-05-02,Transfers,5.1,Fund Transfer
LOG_00000084,CUST_02758,2024-05-20,Home,1.0,Login
LOG_00000085,CUST_02906,2025-02-14,Payments,8.6,
LOG_00000086,CUST_06619,2026-02-11,Accounts,24.9,Balance Inquiry
LOG_00000087,CUST_01490,2025-10-17,Cards,4.6,Login
LOG_00000088,CUST_02568,2023-06-25,Home,6.3,Balance Inquiry
LOG_00000089,CUST_01318,2024-09-08,Accounts,9.1,Card Management
LOG_00000090,CUST_10190,2023-03-01,Payments,9.8,Balance Inquiry
LOG_00000091,CUST_05627,2024-10-21,Loans,4.3,KYC Upload
LOG_00000092,CUST_06283,2025-08-12,Home,14.4,Fund Transfer
LOG_00000093,CUST_05117,2026-04-12,Loans,5.1,Balance Inquiry
LOG_00000094,CUST_08205,2026-03-12,Cards,3.1,KYC Upload
LOG_00000095,CUST_02461,2024-04-29,Home,5.1,Fund Transfer
LOG_00000096,CUST_02617,2023-11-24,Transfers,13.1,Bill Payment
LOG_00000097,CUST_07284,2025-06-19,Cards,6.5,Profile
LOG_00000098,CUST_00257,2024-06-21,Home,14.5,KYC Upload
LOG_00000099,CUST_07168,2025-01-26,Home,9.6,Balance Inquiry
LOG_00000100,CUST_05680,2023-06-25,Profile,11.9,Fund Transfer
LOG_00000101,CUST_03489,2023-09-19,Transfers,5.6,Fund Transfer
LOG_00000102,CUST_07553,2024-12-21,KYC,33.0,Bill Payment
LOG_00000103,CUST_03401,2023-12-13,Cards,5.1,Profile
LOG_00000104,CUST_07426,2023-12-17,Accounts,10.8,Profile
LOG_00000105,CUST_09171,2026-01-04,Home,10.0,Fund Transfer
LOG_00000106,CUST_09099,2026-02-02,Home,6.9,Login
LOG_00000107,CUST_03102,2024-11-03,Transfers,4.4,Profile
LOG_00000108,CUST_01105,2025-04-01,Profile,13.7,Balance Inquiry
LOG_00000109,CUST_07648,2025-08-01,Cards,2.1,Login
LOG_00000110,CUST_06677,2023-03-19,KYC,8.7,Profile
LOG_00000111,CUST_00488,2025-07-18,Transfers,8.3,Fund Transfer
LOG_00000112,CUST_04029,2023-08-08,Loans,11.3,Card Management
LOG_00000113,CUST_08417,2024-11-23,KYC,9.0,Bill Payment
LOG_00000114,CUST_04044,2023-03-01,Accounts,8.7,Fund Transfer
LOG_00000115,CUST_02632,2025-07-26,Profile,11.0,Login
LOG_00000116,CUST_05518,2024-06-19,Transfers,16.5,Balance Inquiry
LOG_00000117,CUST_01826,2025-10-11,Cards,27.3,Fund Transfer
LOG_00000118,CUST_06570,2023-11-14,Loans,3.4,KYC Upload
LOG_00000119,CUST_00724,2023-10-04,Home,4.3,Fund Transfer
LOG_00000120,CUST_06351,2023-08-23,Home,7.7,KYC Upload
LOG_00000121,CUST_04878,2023-04-26,Home,22.0,Profile
LOG_00000122,CUST_01445,2025-03-19,Cards,6.9,Fund Transfer
LOG_00000123,CUST_03326,2025-04-07,Loans,1.3,Balance Inquiry
LOG_00000124,CUST_09759,2023-09-04,Home,2.0,KYC Upload
LOG_00000125,CUST_06079,2023-08-13,Loans,3.7,Bill Payment
LOG_00000126,CUST_00839,2023-10-15,KYC,14.3,Balance Inquiry
LOG_00000127,CUST_09440,2025-05-25,Loans,3.6,Login
LOG_00000128,CUST_03690,2025-07-14,Profile,6.0,Fund Transfer
LOG_00000129,CUST_00099,2025-11-23,Payments,5.9,Card Management
LOG_00000130,CUST_03467,2025-10-19,KYC,11.1,KYC Upload
LOG_00000131,CUST_05347,2023-09-04,Cards,5.5,Login
LOG_00000132,CUST_06667,2025-02-07,Cards,8.6,Login
LOG_00000133,CUST_03621,2025-04-24,Payments,1.5,
LOG_00000134,CUST_02282,2024-01-13,Profile,2.7,Bill Payment
LOG_00000135,CUST_09761,2024-07-22,Cards,40.4,Fund Transfer
LOG_00000136,CUST_00750,2025-07-10,Cards,2.7,KYC Upload
LOG_00000137,CUST_10057,2023-10-04,Accounts,12.2,Balance Inquiry
LOG_00000138,CUST_07085,2023-09-17,Home,12.0,Bill Payment
LOG_00000139,CUST_09259,2024-02-04,KYC,4.2,KYC Upload
LOG_00000140,CUST_03438,2025-05-25,Cards,17.4,Bill Payment
LOG_00000141,CUST_02502,2024-07-01,Transfers,29.6,KYC Upload
LOG_00000142,CUST_05301,2025-04-24,Cards,7.8,Profile
LOG_00000143,CUST_00953,2026-05-11,Accounts,7.6,Profile
LOG_00000144,CUST_04157,2025-11-14,Profile,2.2,Bill Payment
LOG_00000145,CUST_06696,2025-11-01,Loans,9.8,Card Management
LOG_00000146,CUST_07202,2024-06-16,Payments,14.5,Profile
LOG_00000147,CUST_00678,2023-09-19,Cards,6.1,Login
LOG_00000148,CUST_07258,2025-03-26,KYC,6.3,KYC Upload
LOG_00000149,CUST_05806,2024-05-21,Home,4.0,KYC Upload
LOG_00000150,CUST_02429,2023-09-02,Transfers,2.0,Bill Payment
LOG_00000151,CUST_04605,2026-06-23,Accounts,6.6,KYC Upload
LOG_00000152,CUST_06591,2025-05-13,Accounts,10.9,Bill Payment
LOG_00000153,CUST_00789,2025-09-03,Transfers,0.7,Fund Transfer
LOG_00000154,CUST_01752,2023-05-23,Accounts,4.7,Profile
LOG_00000155,CUST_08305,2026-02-06,Home,11.1,Balance Inquiry
LOG_00000156,CUST_08347,2026-04-15,Loans,3.0,KYC Upload
LOG_00000157,CUST_03761,2023-06-16,Home,14.9,KYC Upload
LOG_00000158,CUST_05506,2023-04-25,Transfers,9.4,Bill Payment
LOG_00000159,CUST_07672,2026-03-22,Cards,5.5,Login
LOG_00000160,CUST_08910,2024-11-12,Cards,11.8,Bill Payment
LOG_00000161,CUST_01507,2023-02-10,Home,21.1,Card Management
LOG_00000162,CUST_06556,2024-11-18,Payments,9.1,Bill Payment
LOG_00000163,CUST_09516,2026-07-21,Accounts,2.8,Fund Transfer
LOG_00000164,CUST_09514,2024-02-25,Profile,4.1,Balance Inquiry
LOG_00000165,CUST_02217,2023-07-11,Cards,3.5,Login
LOG_00000166,CUST_03411,2026-03-19,Profile,12.0,Card Management
LOG_00000167,CUST_09764,2026-05-28,Cards,10.1,Balance Inquiry
LOG_00000168,CUST_01994,2024-05-30,Home,13.2,Balance Inquiry
LOG_00000169,CUST_04647,2025-05-28,Profile,10.7,KYC Upload
LOG_00000170,CUST_09042,2026-03-26,Accounts,5.4,Card Management
LOG_00000171,CUST_00839,2023-08-23,KYC,10.7,KYC Upload
LOG_00000172,CUST_05857,2023-11-27,Loans,9.6,Profile
LOG_00000173,CUST_05568,2024-10-20,Payments,1.2,Card Management
LOG_00000174,CUST_08843,2023-04-08,KYC,6.2,Login
LOG_00000175,CUST_03861,2024-07-14,Accounts,1.4,Card Management
LOG_00000176,CUST_05414,2024-04-15,Profile,3.2,Login
LOG_00000177,CUST_02177,2025-03-29,Payments,11.8,KYC Upload
LOG_00000178,CUST_05787,2023-11-10,Loans,15.0,Bill Payment
LOG_00000179,CUST_05578,2025-03-24,Home,13.0,Bill Payment
LOG_00000180,CUST_08780,2025-10-23,KYC,5.6,Bill Payment
LOG_00000181,CUST_07358,2024-04-10,Cards,6.7,Bill Payment
LOG_00000182,CUST_00754,2026-01-01,Transfers,31.9,Login
LOG_00000183,CUST_00189,2023-07-07,Accounts,5.2,Fund Transfer
LOG_00000184,CUST_01746,2025-01-18,Home,6.7,Balance Inquiry
LOG_00000185,CUST_07750,2024-11-03,Profile,3.6,Bill Payment
LOG_00000186,CUST_01046,2023-04-08,Loans,1.1,Fund Transfer
LOG_00000187,CUST_02110,2023-02-11,Accounts,12.2,Profile
LOG_00000188,CUST_06849,2024-01-09,Transfers,7.9,Fund Transfer
LOG_00000189,CUST_09604,2025-01-31,Transfers,18.5,Fund Transfer
LOG_00000190,CUST_05447,2023-01-01,Profile,14.2,Bill Payment
LOG_00000191,CUST_05375,2026-01-30,Home,11.3,Login
LOG_00000192,CUST_03369,2026-07-05,Payments,6.5,Profile
LOG_00000193,CUST_08908,2025-05-31,Loans,2.2,Card Management
LOG_00000194,CUST_07517,2025-12-08,Accounts,6.9,Fund Transfer
LOG_00000195,CUST_02059,2024-11-15,Loans,9.5,Balance Inquiry
LOG_00000196,CUST_07637,2025-01-21,Transfers,14.4,Balance Inquiry
LOG_00000197,CUST_05419,2023-06-19,Loans,8.8,Bill Payment
LOG_00000198,CUST_00798,2025-08-30,KYC,18.6,Fund Transfer
LOG_00000199,CUST_04292,2026-04-14,Transfers,4.8,Fund Transfer
LOG_00000200,CUST_03280,2025-07-31,Loans,1.7,Fund Transfer
LOG_00000201,CUST_01961,2023-05-07,Profile,12.9,KYC Upload
LOG_00000202,CUST_03648,2023-07-06,Loans,9.8,Bill Payment
LOG_00000203,CUST_07619,2024-06-18,Loans,7.8,KYC Upload
LOG_00000204,CUST_04771,2024-12-28,Payments,8.0,Profile
LOG_00000205,CUST_02804,2023-05-06,Transfers,7.3,Card Management
LOG_00000206,CUST_04769,2023-06-18,Home,4.0,Card Management
LOG_00000207,CUST_06623,2024-12-10,Loans,10.5,KYC Upload
LOG_00000208,CUST_08180,2024-04-20,Payments,4.8,Balance Inquiry
LOG_00000209,CUST_05680,2023-10-29,Cards,5.5,Login
LOG_00000210,CUST_07230,2024-04-14,Payments,10.7,Balance Inquiry
LOG_00000211,CUST_05784,2025-10-27,Accounts,10.7,Login
LOG_00000212,CUST_07741,2026-04-28,Payments,8.8,Profile
LOG_00000213,CUST_01604,2026-07-30,Transfers,4.6,Bill Payment
LOG_00000214,CUST_02854,2023-03-10,Transfers,5.7,Card Management
LOG_00000215,CUST_00979,2025-03-08,Cards,1.6,Balance Inquiry
LOG_00000216,CUST_02410,2023-10-06,Cards,11.6,Fund Transfer
LOG_00000217,CUST_01639,2024-05-26,Cards,10.6,Bill Payment
LOG_00000218,CUST_04285,2023-12-16,Loans,8.5,Card Management
LOG_00000219,CUST_02308,2026-01-25,Transfers,6.1,
LOG_00000220,CUST_02110,2024-12-04,Payments,15.7,Fund Transfer
LOG_00000221,CUST_03550,2023-01-21,Profile,8.0,Profile
LOG_00000222,CUST_08434,2024-11-16,KYC,11.4,Balance Inquiry
LOG_00000223,CUST_04064,2024-06-11,Loans,7.0,Fund Transfer
LOG_00000224,CUST_10089,2024-06-16,Payments,6.4,Profile
LOG_00000225,CUST_00172,2025-05-18,Home,1.0,Card Management
LOG_00000226,CUST_02920,2024-04-24,KYC,9.6,Profile
LOG_00000227,CUST_10177,2023-01-25,Profile,8.8,Balance Inquiry
LOG_00000228,CUST_07739,2024-06-01,KYC,2.5,
LOG_00000229,CUST_04323,2025-08-29,Loans,5.9,Profile
LOG_00000230,CUST_02846,2024-05-26,KYC,11.8,Card Management
LOG_00000231,CUST_00977,2026-06-10,Cards,8.9,KYC Upload
LOG_00000232,CUST_06982,2025-10-06,Home,2.5,Balance Inquiry
LOG_00000233,CUST_01994,2024-11-21,Profile,6.9,Login
LOG_00000234,CUST_02502,2024-12-09,KYC,9.2,Profile
LOG_00000235,CUST_02268,2023-02-21,Loans,10.8,Login
LOG_00000236,CUST_06822,2024-09-23,Payments,9.5,Card Management
LOG_00000237,CUST_02676,2023-11-24,Loans,9.3,Login
LOG_00000238,CUST_02567,2025-06-24,Payments,39.0,Profile
LOG_00000239,CUST_07858,2024-11-10,Payments,19.7,Fund Transfer
LOG_00000240,CUST_03318,2024-01-20,Payments,4.4,KYC Upload
LOG_00000241,CUST_07110,2024-08-19,Loans,9.3,KYC Upload
LOG_00000242,CUST_00675,2023-05-20,Loans,1.8,Login
LOG_00000243,CUST_02788,2023-11-27,Payments,5.9,Balance Inquiry
LOG_00000244,CUST_01808,2025-12-14,Transfers,17.4,Fund Transfer
LOG_00000245,CUST_08952,2024-02-13,Transfers,21.7,Balance Inquiry
LOG_00000246,CUST_09021,2025-09-22,Home,3.6,Card Management
LOG_00000247,CUST_08111,2023-05-08,Home,8.9,Login
LOG_00000248,CUST_05042,2025-08-28,Loans,7.5,Login
LOG_00000249,CUST_07703,2026-01-16,Home,14.5,Login
LOG_00000250,CUST_00569,2024-07-02,Loans,4.3,Login
LOG_00000251,CUST_09303,2025-01-21,Accounts,7.7,Balance Inquiry
LOG_00000252,CUST_08786,2024-09-04,Profile,10.8,Profile
LOG_00000253,CUST_06679,2023-01-03,KYC,9.3,Login
LOG_00000254,CUST_01248,2025-03-28,KYC,18.7,Card Management
LOG_00000255,CUST_08890,2023-05-26,Payments,3.8,Balance Inquiry
LOG_00000256,CUST_09369,2024-11-16,Cards,12.2,Fund Transfer
LOG_00000257,CUST_07840,2023-08-07,Payments,3.5,Card Management
LOG_00000258,CUST_01449,2026-04-16,Transfers,17.6,Login
LOG_00000259,CUST_06301,2024-01-21,Transfers,9.0,Balance Inquiry
LOG_00000260,CUST_06769,2026-07-22,Payments,17.7,Profile
LOG_00000261,CUST_09823,2024-01-20,Accounts,7.6,Balance Inquiry
LOG_00000262,CUST_07534,2025-09-22,Cards,13.5,Profile
LOG_00000263,CUST_07358,2023-06-06,Accounts,11.4,Balance Inquiry
LOG_00000264,CUST_06658,2026-01-19,Home,1.9,KYC Upload
LOG_00000265,CUST_02847,2023-02-20,Accounts,3.6,Bill Payment
LOG_00000266,CUST_02747,2024-06-14,Payments,3.5,Balance Inquiry
LOG_00000267,CUST_04900,2025-02-02,Loans,9.7,Fund Transfer
LOG_00000268,CUST_01758,2023-03-18,Payments,5.3,Fund Transfer
LOG_00000269,CUST_02254,2023-01-27,Accounts,11.8,Balance Inquiry
LOG_00000270,CUST_01109,2023-12-29,KYC,7.0,Bill Payment
LOG_00000271,CUST_03578,2026-07-11,Payments,1.8,Login
LOG_00000272,CUST_08777,2026-02-27,Home,12.1,Bill Payment
LOG_00000273,CUST_08055,2025-02-09,Cards,8.6,Balance Inquiry
LOG_00000274,CUST_07909,2023-09-01,Home,1.9,Bill Payment
LOG_00000275,CUST_00273,2023-06-06,Loans,6.9,Card Management
LOG_00000276,CUST_00424,2025-11-20,Home,18.9,Profile
LOG_00000277,CUST_06689,2026-07-09,Loans,4.3,Balance Inquiry
LOG_00000278,CUST_01938,2023-05-31,Payments,7.6,KYC Upload
LOG_00000279,CUST_05157,2023-06-09,Payments,20.3,Fund Transfer
LOG_00000280,CUST_06607,2025-07-03,Profile,5.6,Profile
LOG_00000281,CUST_09384,2023-08-24,Home,4.3,Bill Payment
LOG_00000282,CUST_04710,2023-03-06,Accounts,5.1,Bill Payment
LOG_00000283,CUST_07642,2025-09-11,Transfers,2.1,Fund Transfer
LOG_00000284,CUST_03667,2026-07-28,Cards,4.3,KYC Upload
LOG_00000285,CUST_03283,2025-04-15,Cards,3.5,Bill Payment
LOG_00000286,CUST_01084,2025-04-16,KYC,2.9,Bill Payment
LOG_00000287,CUST_02720,2023-07-19,Loans,11.3,Login
LOG_00000288,CUST_03196,2025-10-27,KYC,12.7,Bill Payment
LOG_00000289,CUST_00177,2024-12-19,Loans,5.7,Bill Payment
LOG_00000290,CUST_08033,2026-03-21,Home,16.2,Card Management
LOG_00000291,CUST_06955,2025-04-30,Transfers,5.2,Card Management
LOG_00000292,CUST_02702,2023-04-09,Accounts,17.3,Bill Payment
LOG_00000293,CUST_00418,2025-07-26,KYC,10.8,Card Management
LOG_00000294,CUST_02331,2025-08-08,Payments,3.7,KYC Upload
LOG_00000295,CUST_07046,2025-06-21,Home,10.7,Fund Transfer
LOG_00000296,CUST_07047,2026-04-17,Transfers,8.4,Fund Transfer
LOG_00000297,CUST_09489,2025-06-25,Profile,7.0,Balance Inquiry
LOG_00000298,CUST_04174,2024-04-13,Accounts,6.2,Card Management
LOG_00000299,CUST_01053,2025-05-23,Accounts,4.3,Login
LOG_00000300,CUST_06991,2024-10-15,Payments,15.0,Card Management
LOG_00000301,CUST_08037,2023-06-26,Loans,10.3,Login
LOG_00000302,CUST_03065,2024-03-01,Loans,16.4,Fund Transfer
LOG_00000303,CUST_00673,2026-08-04,Accounts,15.2,KYC Upload
LOG_00000304,CUST_00986,2023-02-03,Transfers,15.3,Profile
LOG_00000305,CUST_01836,2025-10-30,Profile,31.5,Bill Payment
LOG_00000306,CUST_09278,2024-07-28,Cards,3.9,Fund Transfer
LOG_00000307,CUST_01369,2023-04-09,Profile,3.1,Fund Transfer
LOG_00000308,CUST_08234,2025-03-11,Transfers,9.0,Fund Transfer
LOG_00000309,CUST_01507,2023-06-02,Home,10.1,Bill Payment
LOG_00000310,CUST_03715,2023-08-19,KYC,8.8,Bill Payment
LOG_00000311,CUST_08814,2023-04-12,Transfers,18.3,KYC Upload
LOG_00000312,CUST_10001,2025-06-27,KYC,10.2,Profile
LOG_00000313,CUST_04672,2025-11-17,Cards,14.9,Bill Payment
LOG_00000314,CUST_08205,2024-01-15,Profile,8.1,Profile
LOG_00000315,CUST_08018,2024-04-26,Accounts,14.2,Card Management
LOG_00000316,CUST_01270,2024-04-22,Payments,2.8,Card Management
LOG_00000317,CUST_08650,2025-06-08,Accounts,6.2,Bill Payment
LOG_00000318,CUST_05773,2024-03-30,Loans,26.1,Bill Payment
LOG_00000319,CUST_01412,2024-03-16,Loans,15.9,Profile
LOG_00000320,CUST_00100,2024-08-01,Transfers,3.8,Fund Transfer
LOG_00000321,CUST_04953,2026-01-07,Home,11.6,Login
LOG_00000322,CUST_04222,2025-01-24,Home,16.3,Bill Payment
LOG_00000323,CUST_02425,2025-01-13,Transfers,8.6,KYC Upload
LOG_00000324,CUST_03449,2025-09-15,Profile,11.1,KYC Upload
LOG_00000325,CUST_08132,2023-12-24,Home,15.8,Login
LOG_00000326,CUST_09222,2026-03-09,Accounts,3.4,Fund Transfer
LOG_00000327,CUST_09908,2023-10-25,Profile,12.0,KYC Upload
LOG_00000328,CUST_05348,2025-06-08,Accounts,6.3,Card Management
LOG_00000329,CUST_01673,2025-04-16,Accounts,11.8,Profile
LOG_00000330,CUST_08857,2024-11-18,Accounts,5.5,Login
LOG_00000331,CUST_01859,2025-10-23,Transfers,16.1,Bill Payment
LOG_00000332,CUST_02942,2024-06-08,Transfers,11.0,Balance Inquiry
LOG_00000333,CUST_07159,2025-11-30,Home,27.9,KYC Upload
LOG_00000334,CUST_01027,2023-09-18,Home,10.7,KYC Upload
LOG_00000335,CUST_05616,2023-09-29,Loans,6.7,KYC Upload
LOG_00000336,CUST_00919,2025-07-23,Payments,18.6,Card Management
LOG_00000337,CUST_06195,2026-08-06,Payments,13.7,Card Management
LOG_00000338,CUST_01224,2023-05-13,Transfers,8.9,Login
LOG_00000339,CUST_09855,2025-09-20,KYC,17.5,Fund Transfer
LOG_00000340,CUST_01156,2026-03-26,Profile,2.5,Card Management
LOG_00000341,CUST_05021,2025-06-29,Accounts,8.9,Balance Inquiry
LOG_00000342,CUST_05405,2023-07-26,KYC,9.2,Bill Payment
LOG_00000343,CUST_02973,2025-10-31,Profile,4.3,Balance Inquiry
LOG_00000344,CUST_04060,2023-12-12,Payments,3.3,KYC Upload
LOG_00000345,CUST_00645,2023-12-27,Loans,2.5,Profile
LOG_00000346,CUST_06541,2023-06-08,KYC,10.4,Card Management
LOG_00000347,CUST_02505,2026-07-28,Transfers,5.5,Fund Transfer
LOG_00000348,CUST_03246,2025-03-06,Profile,37.6,Fund Transfer
LOG_00000349,CUST_00584,2023-08-18,Loans,3.7,Login
LOG_00000350,CUST_02890,2024-01-15,Payments,15.3,Balance Inquiry
LOG_00000351,CUST_06531,2023-05-17,Profile,7.5,Fund Transfer
LOG_00000352,CUST_08369,2026-01-25,Loans,6.2,KYC Upload
LOG_00000353,CUST_00811,2023-11-08,Transfers,9.8,Fund Transfer
LOG_00000354,CUST_03061,2023-05-14,KYC,9.4,KYC Upload
LOG_00000355,CUST_06162,2026-01-23,Accounts,18.8,Profile
LOG_00000356,CUST_06101,2025-05-27,Profile,12.3,Balance Inquiry
LOG_00000357,CUST_02609,2023-08-30,Accounts,11.1,Bill Payment
LOG_00000358,CUST_05687,2026-01-30,Payments,9.8,Login
LOG_00000359,CUST_04697,2026-01-21,Profile,4.9,Balance Inquiry
LOG_00000360,CUST_00558,2023-06-20,KYC,11.5,Login
LOG_00000361,CUST_01961,2023-05-18,Loans,8.1,Fund Transfer
LOG_00000362,CUST_02662,2026-03-06,Transfers,5.2,Profile
LOG_00000363,CUST_04319,2023-12-03,Accounts,10.0,Card Management
LOG_00000364,CUST_07612,2026-05-13,Loans,9.4,Balance Inquiry
LOG_00000365,CUST_03417,2025-05-09,Transfers,4.4,KYC Upload
LOG_00000366,CUST_07694,2026-02-14,Transfers,4.2,Login
LOG_00000367,CUST_04241,2023-05-29,Profile,9.1,KYC Upload
LOG_00000368,CUST_04764,2025-05-15,Profile,6.9,Bill Payment
LOG_00000369,CUST_07569,2026-08-05,Accounts,27.4,Card Management
LOG_00000370,CUST_02621,2024-03-07,KYC,6.6,Bill Payment
LOG_00000371,CUST_09706,2024-04-20,Cards,22.2,Login
LOG_00000372,CUST_08433,2023-06-17,Cards,9.7,Balance Inquiry
LOG_00000373,CUST_06567,2025-04-15,Loans,3.9,Bill Payment
LOG_00000374,CUST_09913,2026-04-22,Transfers,17.6,Bill Payment
LOG_00000375,CUST_04219,2026-05-13,Loans,7.8,Login
LOG_00000376,CUST_04075,2023-08-17,Cards,10.4,Card Management
LOG_00000377,CUST_08443,2023-06-26,Payments,6.7,Bill Payment
LOG_00000378,CUST_09925,2025-12-23,Transfers,5.4,Fund Transfer
LOG_00000379,CUST_05115,2024-03-25,Transfers,4.7,Bill Payment
LOG_00000380,CUST_08154,2024-07-22,Profile,11.4,Bill Payment
LOG_00000381,CUST_06594,2025-11-05,KYC,9.0,Balance Inquiry
LOG_00000382,CUST_05030,2024-11-08,Payments,8.4,Login
